sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:obsolete_conceptId
C43.12,Malignant melanoma of eyelids including corner of eye: 'superficial spreading' type,-1,,2000500727,Silmäluomen tai silmäkulman (ihon) melanooma pinnallisesti leviävä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.1,ICD10,0,APPROVED,EQUIVALENT,PKo,1655478295284,36403068,Superficial spreading melanoma in situ (C44._) of eyelid,Condition,MAPS_TO,,TYKS,1624924800000,,
C43.13,Malignant melanoma of eyelids including corner of the eye nodular,-1,,2000500728,Silmäluomen tai silmäkulman (ihon) melanooma nodulaarinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.1,ICD10,0,APPROVED,EQUAL,PKo,1655478447361,44502719,Nodular melanoma of eyelid,Condition,MAPS_TO,,TYKS,1624320000000,,
C43.14,Malignant melanoma of eyelids including corner of the eye acrylic,-1,,2000500729,Silmäluomen tai silmäkulman (ihon) melanooma akraalinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.1,ICD10,0.64,APPROVED,EQUAL,PKo,1655478498375,36526412,Acral melanoma of eyelid,Condition,MAPS_TO,,PKo,1655478496841,,
C43.19,Malignant melanoma of eyelids including corner of eye or other unspecified histology,-1,,2000500730,Silmäluomen tai silmäkulman (ihon) melanooma muu tai histologisesti epämääräinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.1,ICD10,0,APPROVED,WIDER,PKo,1655478555094,434590,Malignant melanoma of skin of eyelid,Condition,MAPS_TO,,TYKS,1624924800000,,
C43.20,Malignant melanoma of the outer ear and in the external ear canal without histology,-1,,2000500731,Korvalehden tai korvakäytävän (ihon) melanooma ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.2,ICD10,0,APPROVED,EQUIVALENT,PKo,1655478576054,444462,Malignant melanoma of skin of ear,Condition,MAPS_TO,,TYKS,1624320000000,,
C43.21,Malignant melanoma of the outer ear and in the external ear canal originating in lentigo maligna,-1,,2000500732,Korvalehden tai korvakäytävän (ihon) melanooma lentigo malignasta alkanut,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.2,ICD10,0,APPROVED,EQUIVALENT,PKo,1655478707288,44501808,Lentigo maligna melanoma of external ear,Condition,MAPS_TO,,TYKS,1623888000000,,
C43.22,Malignant melanoma of outer ear and outer ear canal: 'superficial spreading' type,-1,,2000500733,Korvalehden tai korvakäytävän (ihon) melanooma pinnallisesti leviävä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.2,ICD10,0,APPROVED,EQUIVALENT,PKo,1655478782710,36403076,Superficial spreading melanoma in situ (C44._) of external ear,Condition,MAPS_TO,,PKo,1655478777627,,
C43.23,Malignant melanoma of the outer ear and in the outer ear canal nodular,-1,,2000500734,Korvalehden tai korvakäytävän (ihon) melanooma nodulaarinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.2,ICD10,0,APPROVED,EQUAL,PKo,1655479088245,44501663,Nodular melanoma of external ear,Condition,MAPS_TO,,TYKS,1623888000000,,
C43.24,Malignant melanoma of the outer ear and in the outer ear canal acrally,-1,,2000500735,Korvalehden tai korvakäytävän (ihon) melanooma akraalinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.2,ICD10,0,APPROVED,EQUAL,PKo,1655479129483,36557414,Acral melanoma of external ear,Condition,MAPS_TO,,TYKS,1624320000000,,
C43.29,Malignant melanoma of the outer ear and in the external ear canal other or unspecified histology,-1,,2000500736,Korvalehden tai korvakäytävän (ihon) melanooma muu tai histologisesti epämääräinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.2,ICD10,0,APPROVED,WIDER,PKo,1655479140095,444462,Malignant melanoma of skin of ear,Condition,MAPS_TO,,TYKS,1623888000000,,
C43.30,Malignant melanoma of another or unspecified part of the face without histology,-1,,2000500737,Muun tai määrittämättömän kasvonosan (ihon) melanooma ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.3,ICD10,0,APPROVED,EQUIVALENT,PKo,1655479161613,133713,Malignant melanoma of skin of face,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.31,Malignant melanoma of another or unspecified part of the face originating in lentigo maligna,-1,,2000500738,Muun tai määrittämättömän kasvonosan (ihon) melanooma lentigo malignasta alkanut,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.3,ICD10,0,APPROVED,EQUIVALENT,PKo,1655479173864,44500741,Lentigo maligna melanoma of skin of other and unspecified parts of face,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.32,Malignant melanoma of another or unspecified part of the face 'superficial spreading' type,-1,,2000500739,Muun tai määrittämättömän kasvonosan (ihon) melanooma pinnallisesti leviävä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.3,ICD10,0,APPROVED,EQUIVALENT,PKo,1655479185968,36403001,Superficial spreading melanoma in situ (C44._) of skin of other and unspecified parts of face,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.33,Malignant melanoma of another or unspecified part of the face nodular,-1,,2000500740,Muun tai määrittämättömän kasvonosan (ihon) melanooma nodulaarinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.3,ICD10,0,APPROVED,EQUAL,PKo,1655479202638,44502888,Nodular melanoma of skin of other and unspecified parts of face,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.34,Malignant melanoma of another or unspecified part of the face acrally,-1,,2000500741,Muun tai määrittämättömän kasvonosan (ihon) melanooma akraalinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.3,ICD10,0,APPROVED,EQUAL,PKo,1655479266705,44501809,Acral melanoma of skin of other and unspecified parts of face,Condition,MAPS_TO,,PKo,1655479264635,,
C43.39,Malignant melanoma of another or unspecified part of the face other or unspecified histology,-1,,2000500742,Muun tai määrittämättömän kasvonosan (ihon) melanooma muu tai histologisesti epämääräinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.3,ICD10,0,APPROVED,WIDER,PKo,1655479275413,133713,Malignant melanoma of skin of face,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.40,Malignant melanoma of the scalp and neck without histology,-1,,2000500743,"Päälaen, kaulan tai niskan (ihon) melanooma ei histologista vahvistusta",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.4,ICD10,0,APPROVED,EQUIVALENT,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4095593,Malignant melanoma of neck,Condition,MAPS_TO,,TAYS,1727395200000,,4095592
C43.41,Malignant melanoma of the scalp and neck originating in lentigo maligna,-1,,2000500744,"Päälaen, kaulan tai niskan (ihon) melanooma lentigo malignasta alkanut",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.4,ICD10,0,APPROVED,EQUIVALENT,PKo,1655479313791,44500209,Lentigo maligna melanoma of skin of scalp and neck,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.42,Malignant melanoma of the scalp and neck: 'superficial spreading' type,-1,,2000500745,"Päälaen, kaulan tai niskan (ihon) melanooma pinnallisesti leviävä",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.4,ICD10,0,APPROVED,EQUIVALENT,PKo,1655479328224,36403069,Superficial spreading melanoma in situ (C44._) of skin of scalp and neck,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.43,Malignant melanoma of the scalp and neck nodular,-1,,2000500746,"Päälaen, kaulan tai niskan (ihon) melanooma nodulaarinen",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.4,ICD10,0,APPROVED,EQUAL,PKo,1655479352219,44502120,Nodular melanoma of skin of scalp and neck,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.44,Malignant melanoma of the scalp and neck acrylic,-1,,2000500747,"Päälaen, kaulan tai niskan (ihon) melanooma akraalinen",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.4,ICD10,0,APPROVED,EQUAL,PKo,1655479348068,36565165,Acral melanoma of skin of scalp and neck,Condition,MAPS_TO,,TYKS,1624924800000,,
C43.49,Malignant melanoma of the scalp and neck other or unspecified histology,-1,,2000500748,"Päälaen, kaulan tai niskan (ihon) melanooma muu tai histologisesti epämääräinen",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.4,ICD10,0,APPROVED,WIDER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4095593,Malignant melanoma of neck,Condition,MAPS_TO,,TAYS,1727395200000,,4095592
C43.50,Malignant melanoma of the torso without histology,-1,,2000500749,Vartalon (ihon) melanooma ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.5,ICD10,0,APPROVED,EQUIVALENT,PKo,1656399010224,133714,Malignant melanoma of skin of trunk,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.51,Malignant melanoma of the trunk originating in lentigo maligna,-1,,2000500750,Vartalon (ihon) melanooma lentigo malignasta alkanut,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.5,ICD10,0,APPROVED,EQUAL,PKo,1656399042111,44503100,Lentigo maligna melanoma of skin of trunk,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.52,Malignant melanoma on the torso: 'superficial spreading' type,-1,,2000500751,Vartalon (ihon) melanooma pinnallisesti leviävä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.5,ICD10,0,APPROVED,EQUIVALENT,PKo,1656399254881,36403072,Superficial spreading melanoma in situ (C44._) of skin of trunk,Condition,MAPS_TO,,PKo,1656399251088,,
C43.53,Malignant melanoma of the torso nodular,-1,,2000500752,Vartalon (ihon) melanooma nodulaarinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.5,ICD10,0,APPROVED,EQUAL,PKo,1656399316855,44499518,Nodular melanoma of skin of trunk,Condition,MAPS_TO,,PKo,1656399300329,,
C43.54,Malignant melanoma of the torso acral,-1,,2000500753,Vartalon (ihon) melanooma akraalinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.5,ICD10,0,APPROVED,EQUAL,PKo,1656399334899,44502043,Acral melanoma of skin of trunk,Condition,MAPS_TO,,TYKS,1624924800000,,
C43.59,Malignant melanoma of the trunk other or unspecified histology,-1,,2000500754,Vartalon (ihon) melanooma muu tai histologisesti epämääräinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.5,ICD10,0,APPROVED,EQUIVALENT,PKo,1656399416003,4153890,Malignant melanoma of trunk,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.60,Malignant melanoma of the upper extremity including the shoulder without histology,-1,,2000500755,Yläraajan tai hartian (ihon) melanooma ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.6,ICD10,0,APPROVED,EQUIVALENT,PKo,1656399846306,36552402,"Malignant melanoma, NOS, of skin of upper limb and shoulder",Condition,MAPS_TO,,PKo,1656399582958,,
C43.61,Malignant melanoma of the upper extremity including the shoulder originating in lentigo maligna,-1,,2000500756,Yläraajan tai hartian (ihon) melanooma lentigo malignasta alkanut,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.6,ICD10,0,APPROVED,EQUAL,PKo,1656399605254,36543197,Lentigo maligna melanoma of skin of upper limb and shoulder,Condition,MAPS_TO,,TYKS,1623888000000,,
C43.62,Malignant melanoma of upper extremity including shoulder: 'superficial spreading' type,-1,,2000500757,Yläraajan tai hartian (ihon) melanooma pinnallisesti leviävä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.6,ICD10,0,APPROVED,EQUIVALENT,PKo,1656399622811,36403003,Superficial spreading melanoma in situ (C44._) of skin of upper limb and shoulder,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.63,Malignant melanoma of upper extremity including shoulder nodular,-1,,2000500758,Yläraajan tai hartian (ihon) melanooma nodulaarinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.6,ICD10,0,APPROVED,EQUAL,PKo,1656399675994,36525177,Nodular melanoma of skin of upper limb and shoulder,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.64,Malignant melanoma of the upper extremity including the shoulder acrally,-1,,2000500759,Yläraajan tai hartian (ihon) melanooma akraalinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.6,ICD10,0,APPROVED,EQUAL,PKo,1656399685209,36558120,Acral melanoma of skin of upper limb and shoulder,Condition,MAPS_TO,,TYKS,1624924800000,,
C43.69,Malignant melanoma of the upper extremity including shoulder other or unspecified histology,-1,,2000500760,Yläraajan tai hartian (ihon) melanooma muu tai histologisesti epämääräinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.6,ICD10,0,APPROVED,WIDER,PKo,1656399701077,36552402,"Malignant melanoma, NOS, of skin of upper limb and shoulder",Condition,MAPS_TO,,TAYS,1596153600000,,
C43.70,Malignant melanoma of the lower extremity including the hip without histology,-1,,2000500761,Alaraajan tai lonkan seudun (ihon) melanooma ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.7,ICD10,0,APPROVED,NARROWER,PKo,1656399931245,139757,Malignant melanoma of skin of lower limb,Condition,MAPS_TO,,TYKS,1638835200000,,
C43.71,Malignant melanoma of the lower extremity including the hip originating in lentigo maligna,-1,,2000500762,Alaraajan tai lonkan seudun (ihon) melanooma lentigo malignasta alkanut,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.7,ICD10,0,APPROVED,EQUAL,PKo,1656399747673,36536415,Lentigo maligna melanoma of skin of lower limb and hip,Condition,MAPS_TO,,TYKS,1623888000000,,
C43.72,Malignant melanoma of the lower extremity including the hip: 'superficial spreading' type,-1,,2000500763,Alaraajan tai lonkan seudun (ihon) melanooma pinnallisesti leviävä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.7,ICD10,0,APPROVED,EQUIVALENT,PKo,1656400221952,36403057,Superficial spreading melanoma in situ (C44._) of skin of lower limb and hip,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.73,Malignant melanoma of the lower extremity including the hip nodular,-1,,2000500764,Alaraajan tai lonkan seudun (ihon) melanooma nodulaarinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.7,ICD10,0,APPROVED,EQUAL,PKo,1656399961810,36545191,Nodular melanoma of skin of lower limb and hip,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.74,Malignant melanoma of the lower extremity including the hip acral,-1,,2000500765,Alaraajan tai lonkan seudun (ihon) melanooma akraalinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.7,ICD10,0,APPROVED,EQUAL,PKo,1656399968741,36563439,Acral melanoma of skin of lower limb and hip,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.79,Malignant melanoma of the lower extremity including hip or other unspecified histology,-1,,2000500766,Alaraajan tai lonkan seudun (ihon) melanooma muu tai histologisesti epämääräinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.7,ICD10,0,APPROVED,WIDER,PKo,1656399988363,139757,Malignant melanoma of skin of lower limb,Condition,MAPS_TO,,TYKS,1638835200000,,
C43.80,Overall malignant melanoma of the skin without histology,-1,,2000500767,Eri alueisiin ulottuva ihomelanooma ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.8,ICD10,0,APPROVED,EQUIVALENT,PKo,1656400054579,36545723,"Malignant melanoma, NOS, of overlapping lesion of skin",Condition,MAPS_TO,,PKo,1656400052487,,
C43.81,Overall malignant melanoma of the skin originating in lentigo maligna,-1,,2000500768,Eri alueisiin ulottuva ihomelanooma lentigo malignasta alkanut,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.8,ICD10,0,APPROVED,EQUAL,PKo,1656400082473,36529405,Lentigo maligna melanoma of overlapping lesion of skin,Condition,MAPS_TO,,TYKS,1624320000000,,
C43.82,Overall malignant melanoma of the skin: 'superficial spreading' type,-1,,2000500769,Eri alueisiin ulottuva ihomelanooma pinnallisesti leviävä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.8,ICD10,0,APPROVED,EQUIVALENT,PKo,1656400180896,36403039,Superficial spreading melanoma in situ (C44._) of overlapping lesion of skin,Condition,MAPS_TO,,PKo,1656400177106,,
C43.83,Overall malignant melanoma of the skin nodular,-1,,2000500770,Eri alueisiin ulottuva ihomelanooma nodulaarinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.8,ICD10,0,APPROVED,EQUAL,PKo,1656400265870,36567448,Nodular melanoma of overlapping lesion of skin,Condition,MAPS_TO,,PKo,1656400263584,,
C43.84,Overall malignant melanoma of the skin acrally,-1,,2000500771,Eri alueisiin ulottuva ihomelanooma akraalinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.8,ICD10,0.74,APPROVED,EQUAL,PKo,1656400292820,36526622,Acral melanoma of overlapping lesion of skin,Condition,MAPS_TO,,PKo,1656400290301,,
C43.89,Overall malignant melanoma of the skin other or unspecified histology,-1,,2000500772,Eri alueisiin ulottuva ihomelanooma muu tai histologisesti epämääräinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.8,ICD10,0,APPROVED,WIDER,PKo,1656400392794,133419,Overlapping malignant melanoma of skin,Condition,MAPS_TO,,TYKS,1631232000000,,
C43.90,Unspecified localization of malignant melanoma of the skin without histology,-1,,2000500773,Määrittämätön ihomelanooma ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.9,ICD10,0,APPROVED,WIDER,PKo,1656400505901,141232,Malignant melanoma of skin,Condition,MAPS_TO,,TAYS,1596153600000,,
C43.91,Unspecified localization of malignant melanoma of the skin originating in lentigo maligna,-1,,2000500774,Määrittämätön ihomelanooma lentigo malignasta alkanut,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.9,ICD10,0,APPROVED,WIDER,PKo,1656400512803,4116198,Lentigo maligna melanoma,Condition,MAPS_TO,,TYKS,1624924800000,,
C43.92,Unspecified localization of malignant melanoma of the skin: 'superficial spreading' type,-1,,2000500775,Määrittämätön ihomelanooma pinnallisesti leviävä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.9,ICD10,0,APPROVED,WIDER,PKo,1656400516510,4110725,Superficial spreading malignant melanoma of skin,Condition,MAPS_TO,,TYKS,1624320000000,,
C43.93,Unspecified localization of malignant melanoma of the skin nodular,-1,,2000500776,Määrittämätön ihomelanooma nodulaarinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.9,ICD10,0,APPROVED,WIDER,PKo,1656400526392,4112760,Nodular malignant melanoma of skin,Condition,MAPS_TO,,TYKS,1623888000000,,
C43.94,Unspecified localization of malignant melanoma of the skin acrally,-1,,2000500777,Määrittämätön ihomelanooma akraalinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.9,ICD10,0,APPROVED,EQUIVALENT,PKo,1656405125783,4110726,Acral lentiginous malignant melanoma of skin,Condition,MAPS_TO,,TAYS,1623974400000,,
C43.99,Unspecified localization of malignant melanoma of the skin other or unspecified histology,-1,,2000500778,Määrittämätön ihomelanooma muu tai histologisesti epämääräinen,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C43.9,ICD10,0,APPROVED,WIDER,PKo,1656400641757,141232,Malignant melanoma of skin,Condition,MAPS_TO,,TAYS,1596153600000,,
C44.00,Malignant tumor of the lip skin without histology,-1,,2000500779,Huulen ihosyöpä ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.0,ICD10,0,APPROVED,EQUIVALENT,PKo,1656400663047,136915,Primary malignant neoplasm of skin of lip,Condition,MAPS_TO,,TYKS,1624924800000,,
C44.01,Basocellular carcinoma of the lip skin,-1,,2000500780,Huulen tyvisolusyöpä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.0,ICD10,0,APPROVED,EQUIVALENT,PKo,1656406820366,44500780,"Basal cell carcinoma, NOS, of lip, NOS",Condition,MAPS_TO,,PKo,1656406808469,,
C44.02,Spinocellular carcinoma of the lip skin,-1,,2000500781,Huulen okasolusyöpä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.0,ICD10,0,APPROVED,EQUAL,PKo,1656405464299,44500635,"Squamous cell carcinoma, NOS, of skin of lip, NOS",Condition,MAPS_TO,,PKo,1656405458618,,
C44.09,Malignant tumor of the lip skin other or unspecified histology,-1,,2000500782,Huulen ihosyöpä muu tai epämääräinen histologia,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.0,ICD10,0,APPROVED,WIDER,PKo,1656405503247,4180779,Malignant tumor of lip,Condition,MAPS_TO,,TYKS,1624320000000,,
C44.10,Malignant tumor of the skin of the eyelids including the corner of the eye without histology,-1,,2000500783,Silmäluomen tai silmäkulman ihosyöpä ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.1,ICD10,0,APPROVED,EQUIVALENT,PKo,1656406033535,4310566,Malignant neoplasm of skin of eyelid,Condition,MAPS_TO,,PKo,1656406031386,,
C44.11,Basocellular carcinoma of the skin of the eyelids including the corner of the eye,-1,,2000500784,Silmäluomen tai silmäkulman tyvisolusyöpä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.1,ICD10,0,APPROVED,EQUIVALENT,PKo,1656406744756,44499798,"Basal cell carcinoma, NOS, of eyelid",Condition,MAPS_TO,,PKo,1656406742331,,
C44.12,Spinocellular carcinoma of the skin of the eyelids including the corner of the eye,-1,,2000500785,Silmäluomen tai silmäkulman okasolusyöpä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.1,ICD10,0,APPROVED,EQUIVALENT,PKo,1656406533058,44501066,"Squamous cell carcinoma, NOS, of eyelid",Condition,MAPS_TO,,PKo,1656406150072,,
C44.19,Malignant tumor of the skin of the eyelids including corner of the eye or other unspecified histology,-1,,2000500786,Silmäluomen tai silmäkulman ihosyöpä muu tai epämääräinen histologia,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.1,ICD10,0,APPROVED,WIDER,PKo,1656406004535,435755,Primary malignant neoplasm of skin of eyelid,Condition,MAPS_TO,,PKo,1656406001609,,
C44.20,Malignant tumor of the skin of the outer ear and of the outer ear canal without histology,-1,,2000500787,Korvalehden tai korvakäytävän ihosyöpä ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.2,ICD10,0,APPROVED,EQUIVALENT,PKo,1656406201882,4095598,Malignant neoplasm of skin of ear and external auditory canal,Condition,MAPS_TO,,TAYS,1596153600000,,
C44.21,Basocellular carcinoma of the skin of the outer ear and the outer ear canal,-1,,2000500788,Korvalehden tai korvakäytävän tyvisolusyöpä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.2,ICD10,0,APPROVED,EQUIVALENT,PKo,1656406716930,44501710,"Basal cell carcinoma, NOS, of external ear",Condition,MAPS_TO,,PKo,1656406711927,,
C44.22,Spinocellular carcinoma of the skin of the outer ear and the outer ear canal,-1,,2000500789,Korvalehden tai korvakäytävän okasolusyöpä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.2,ICD10,0,APPROVED,EQUIVALENT,PKo,1656406524912,44501836,"Squamous cell carcinoma, NOS, of external ear",Condition,MAPS_TO,,PKo,1656406508474,,
C44.29,Malignant tumor of the skin of the outer ear and in the outer ear canal other or unspecified histology,-1,,2000500790,Korvalehden tai korvakäytävän ihosyöpä muu tai epämääräinen histologia,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.2,ICD10,0,APPROVED,WIDER,PKo,1656407002259,4247350,Primary malignant neoplasm of skin of ear,Condition,MAPS_TO,,TAYS,1596153600000,,
C44.30,Malignant tumor of the skin on another or unspecified part of the face without histology,-1,,2000500791,Muun tai määrittämättömän kasvonosan ihosyöpä ei histologista vahvistusta,ICD10fi 1 Code,Condition,1900-01-01,2021-12-31,C44.3,ICD10,0,APPROVED,EQUIVALENT,PKo,1656406645746,40480128,Malignant neoplasm of skin of face,Condition,MAPS_TO,,TAYS,1596153600000,,
C44.31,Basocellular carcinoma of the skin on another or unspecified part of the face,-1,,2000500792,Muun tai määrittämättömän kasvonosan tyvisolusyöpä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.3,ICD10,0,APPROVED,EQUAL,PKo,1656406947302,44499724,"Basal cell carcinoma, NOS, of skin of other and unspecified parts of face",Condition,MAPS_TO,,TAYS,1596153600000,,
C44.32,Spinocellular carcinoma of the skin on another or unspecified part of the face,-1,,2000500793,Muun tai määrittämättömän kasvonosan okasolusyöpä,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.3,ICD10,0,APPROVED,EQUAL,PKo,1656406940895,44501067,"Squamous cell carcinoma, NOS, of skin of other and unspecified parts of face",Condition,MAPS_TO,,TAYS,1596153600000,,
C44.39,Malignant tumor of the skin on another or unspecified part of the face other or unspecified histology,-1,,2000500794,Muun tai määrittämättömän kasvonosan ihosyöpä muu tai epämääräinen histologia,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.3,ICD10,0,APPROVED,WIDER,PKo,1656407014242,136917,Primary malignant neoplasm of skin of face,Condition,MAPS_TO,,PKo,1656407010685,,
C44.40,Malignant tumor of the skin of the scalp and neck without histology,-1,,2000500795,"Päälaen, kaulan tai niskan ihosyöpä ei histologista vahvistusta",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.4,ICD10,0,APPROVED,EQUIVALENT,PKo,1656407192566,4092382,Malignant neoplasm of scalp and/or skin of neck,Condition,MAPS_TO,,TYKS,1623888000000,,
C44.41,Basocellular carcinoma of the skin of the scalp and neck,-1,,2000500796,"Päälaen, kaulan tai niskan tyvisolusyöpä",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.4,ICD10,0,APPROVED,EQUAL,PKo,1656407242537,4297666,Basal cell carcinoma of neck,Condition,MAPS_TO,,TAYS,1596153600000,,
C44.41,Basocellular carcinoma of the skin of the scalp and neck,-1,,2000500796,"Päälaen, kaulan tai niskan tyvisolusyöpä",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.4,ICD10,0,APPROVED,EQUAL,PKo,1656407242537,4298032,Basal cell carcinoma of scalp,Condition,MAPS_TO,,TAYS,1596153600000,,
C44.42,Spinocellular carcinoma of the skin of the scalp and neck,-1,,2000500797,"Päälaen, kaulan tai niskan okasolusyöpä",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.4,ICD10,0,APPROVED,EQUAL,PKo,1656407255379,44500985,"Squamous cell carcinoma, NOS, of skin of scalp and neck",Condition,MAPS_TO,,TAYS,1596153600000,,
C44.49,Malignant tumor of the skin of the scalp and of the neck other or unspecified histology,-1,,2000500798,"Päälaen, kaulan tai niskan ihosyöpä muu tai epämääräinen histologia",ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,C44.4,ICD10,0,APPROVED,WIDER,PKo,1656407309197,4157456,Primary malignant neoplasm of skin head and neck,Condition,MAPS_TO,,PKo,1656407307500,,
