concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
42616311	Staphylococcal arthritis and polyarthritis, Lower leg	Condition	ICD10	ICD10 code		M00.06	20161201	20991231	
42616312	Staphylococcal arthritis and polyarthritis, Ankle and foot	Condition	ICD10	ICD10 code		M00.07	20161201	20991231	
42616313	Staphylococcal arthritis and polyarthritis, Other	Condition	ICD10	ICD10 code		M00.08	20161201	20991231	
42616314	Staphylococcal arthritis and polyarthritis, Site unspecified	Condition	ICD10	ICD10 code		M00.09	20161201	20991231	
45553018	Pneumococcal arthritis and polyarthritis	Condition	ICD10	ICD10 code		M00.1	19900501	20991231	
42616315	Pneumococcal arthritis and polyarthritis, Multiple sites	Condition	ICD10	ICD10 code		M00.10	20161201	20991231	
42616316	Pneumococcal arthritis and polyarthritis, Shoulder region	Condition	ICD10	ICD10 code		M00.11	20161201	20991231	
42616317	Pneumococcal arthritis and polyarthritis, Upper arm	Condition	ICD10	ICD10 code		M00.12	20161201	20991231	
42616323	Pneumococcal arthritis and polyarthritis, Site unspecified	Condition	ICD10	ICD10 code		M00.19	20161201	20991231	
45596408	Other streptococcal arthritis and polyarthritis	Condition	ICD10	ICD10 code		M00.2	19900501	20991231	
42616324	Other streptococcal arthritis and polyarthritis, Multiple sites	Condition	ICD10	ICD10 code		M00.20	20161201	20991231	
42616325	Other streptococcal arthritis and polyarthritis, Shoulder region	Condition	ICD10	ICD10 code		M00.21	20161201	20991231	
42616326	Other streptococcal arthritis and polyarthritis, Upper arm	Condition	ICD10	ICD10 code		M00.22	20161201	20991231	
42616327	Other streptococcal arthritis and polyarthritis, Forearm	Condition	ICD10	ICD10 code		M00.23	20161201	20991231	
42616328	Other streptococcal arthritis and polyarthritis, Hand	Condition	ICD10	ICD10 code		M00.24	20161201	20991231	
42616329	Other streptococcal arthritis and polyarthritis, Pelvic region and thigh	Condition	ICD10	ICD10 code		M00.25	20161201	20991231	
42616330	Other streptococcal arthritis and polyarthritis, Lower leg	Condition	ICD10	ICD10 code		M00.26	20161201	20991231	
42616331	Other streptococcal arthritis and polyarthritis, Ankle and foot	Condition	ICD10	ICD10 code		M00.27	20161201	20991231	
42616332	Other streptococcal arthritis and polyarthritis, Other	Condition	ICD10	ICD10 code		M00.28	20161201	20991231	
42616333	Other streptococcal arthritis and polyarthritis, Site unspecified	Condition	ICD10	ICD10 code		M00.29	20161201	20991231	
45548233	Arthritis and polyarthritis due to other specified bacterial agents	Condition	ICD10	ICD10 code		M00.8	19900501	20991231	
42616334	Arthritis and polyarthritis due to other specified bacterial agents, Multiple sites	Condition	ICD10	ICD10 code		M00.80	20161201	20991231	
42616335	Arthritis and polyarthritis due to other specified bacterial agents, Shoulder region	Condition	ICD10	ICD10 code		M00.81	20161201	20991231	
42616336	Arthritis and polyarthritis due to other specified bacterial agents, Upper arm	Condition	ICD10	ICD10 code		M00.82	20161201	20991231	
42616337	Arthritis and polyarthritis due to other specified bacterial agents, Forearm	Condition	ICD10	ICD10 code		M00.83	20161201	20991231	
42616338	Arthritis and polyarthritis due to other specified bacterial agents, Hand	Condition	ICD10	ICD10 code		M00.84	20161201	20991231	
42616339	Arthritis and polyarthritis due to other specified bacterial agents, Pelvic region and thigh	Condition	ICD10	ICD10 code		M00.85	20161201	20991231	
42616340	Arthritis and polyarthritis due to other specified bacterial agents, Lower leg	Condition	ICD10	ICD10 code		M00.86	20161201	20991231	
42616341	Arthritis and polyarthritis due to other specified bacterial agents, Ankle and foot	Condition	ICD10	ICD10 code		M00.87	20161201	20991231	
42616342	Arthritis and polyarthritis due to other specified bacterial agents, Other	Condition	ICD10	ICD10 code		M00.88	20161201	20991231	
42616343	Arthritis and polyarthritis due to other specified bacterial agents, Site unspecified	Condition	ICD10	ICD10 code		M00.89	20161201	20991231	
42616344	Pyogenic arthritis, unspecified, Multiple sites	Condition	ICD10	ICD10 code		M00.90	20161201	20991231	
42616345	Pyogenic arthritis, unspecified, Shoulder region	Condition	ICD10	ICD10 code		M00.91	20161201	20991231	
42616351	Pyogenic arthritis, unspecified, Ankle and foot	Condition	ICD10	ICD10 code		M00.97	20161201	20991231	
42616353	Pyogenic arthritis, unspecified, Site unspecified	Condition	ICD10	ICD10 code		M00.99	20161201	20991231	
45755459	Direct infections of joint in infectious and parasitic diseases classified elsewhere	Condition	ICD10	ICD10 Hierarchy		M01	19900501	20991231	
45553025	Meningococcal arthritis	Condition	ICD10	ICD10 code		M01.0	19900501	20991231	
42616354	Meningococcal arthritis, multiple sites	Condition	ICD10	ICD10 code		M01.00	20161201	20991231	
42616355	Meningococcal arthritis, shoulder region	Condition	ICD10	ICD10 code		M01.01	20161201	20991231	
42616356	Meningococcal arthritis, upper arm	Condition	ICD10	ICD10 code		M01.02	20161201	20991231	
42616357	Meningococcal arthritis, forearm	Condition	ICD10	ICD10 code		M01.03	20161201	20991231	
42616358	Meningococcal arthritis, hand	Condition	ICD10	ICD10 code		M01.04	20161201	20991231	
42616359	Meningococcal arthritis, pelvic region and thigh	Condition	ICD10	ICD10 code		M01.05	20161201	20991231	
42616360	Meningococcal arthritis, lower leg	Condition	ICD10	ICD10 code		M01.06	20161201	20991231	
42616361	Meningococcal arthritis, ankle and foot	Condition	ICD10	ICD10 code		M01.07	20161201	20991231	
42616362	Meningococcal arthritis, other	Condition	ICD10	ICD10 code		M01.08	20161201	20991231	
42616363	Meningococcal arthritis, site unspecified	Condition	ICD10	ICD10 code		M01.09	20161201	20991231	
45572316	Tuberculous arthritis	Condition	ICD10	ICD10 code		M01.1	19900501	20991231	
42616364	Tuberculous arthritis, multiple sites	Condition	ICD10	ICD10 code		M01.10	20161201	20991231	
42616365	Tuberculous arthritis, shoulder region	Condition	ICD10	ICD10 code		M01.11	20161201	20991231	
42616366	Tuberculous arthritis, upper arm	Condition	ICD10	ICD10 code		M01.12	20161201	20991231	
42616367	Tuberculous arthritis, forearm	Condition	ICD10	ICD10 code		M01.13	20161201	20991231	
42616368	Tuberculous arthritis, hand	Condition	ICD10	ICD10 code		M01.14	20161201	20991231	
42616369	Tuberculous arthritis, pelvic region and thigh	Condition	ICD10	ICD10 code		M01.15	20161201	20991231	
42616370	Tuberculous arthritis, lower leg	Condition	ICD10	ICD10 code		M01.16	20161201	20991231	
42619354	Tuberculous arthritis, ankle and foot	Condition	ICD10	ICD10 code		M01.17	20161201	20991231	
42616371	Tuberculous arthritis, other	Condition	ICD10	ICD10 code		M01.18	20161201	20991231	
42616372	Tuberculous arthritis, site unspecified	Condition	ICD10	ICD10 code		M01.19	20161201	20991231	
45567391	Arthritis in Lyme disease	Condition	ICD10	ICD10 code		M01.2	19900501	20991231	
42616373	Arthritis in Lyme disease, multiple sites	Condition	ICD10	ICD10 code		M01.20	20161201	20991231	
42616374	Arthritis in Lyme disease, shoulder region	Condition	ICD10	ICD10 code		M01.21	20161201	20991231	
42616375	Arthritis in Lyme disease, upper arm	Condition	ICD10	ICD10 code		M01.22	20161201	20991231	
42616376	Arthritis in Lyme disease, forearm	Condition	ICD10	ICD10 code		M01.23	20161201	20991231	
42616377	Arthritis in Lyme disease, hand	Condition	ICD10	ICD10 code		M01.24	20161201	20991231	
42616378	Arthritis in Lyme disease, pelvic region and thigh	Condition	ICD10	ICD10 code		M01.25	20161201	20991231	
42616379	Arthritis in Lyme disease, lower leg	Condition	ICD10	ICD10 code		M01.26	20161201	20991231	
42616385	Arthritis in other bacterial diseases classified elsewhere, upper arm	Condition	ICD10	ICD10 code		M01.32	20161201	20991231	
42616386	Arthritis in other bacterial diseases classified elsewhere, forearm	Condition	ICD10	ICD10 code		M01.33	20161201	20991231	
42616387	Arthritis in other bacterial diseases classified elsewhere, hand	Condition	ICD10	ICD10 code		M01.34	20161201	20991231	
42619361	Arthritis in other bacterial diseases classified elsewhere, pelvic region and thigh	Condition	ICD10	ICD10 code		M01.35	20161201	20991231	
42616388	Arthritis in other bacterial diseases classified elsewhere, lower leg	Condition	ICD10	ICD10 code		M01.36	20161201	20991231	
42616389	Arthritis in other bacterial diseases classified elsewhere, ankle and foot	Condition	ICD10	ICD10 code		M01.37	20161201	20991231	
42616390	Arthritis in other bacterial diseases classified elsewhere, other	Condition	ICD10	ICD10 code		M01.38	20161201	20991231	
42616391	Arthritis in other bacterial diseases classified elsewhere, site unspecified	Condition	ICD10	ICD10 code		M01.39	20161201	20991231	
42616392	Rubella arthritis, multiple sites	Condition	ICD10	ICD10 code		M01.40	20161201	20991231	
42616393	Rubella arthritis, shoulder region	Condition	ICD10	ICD10 code		M01.41	20161201	20991231	
42616394	Rubella arthritis, upper arm	Condition	ICD10	ICD10 code		M01.42	20161201	20991231	
42616395	Rubella arthritis, forearm	Condition	ICD10	ICD10 code		M01.43	20161201	20991231	
42616396	Rubella arthritis, hand	Condition	ICD10	ICD10 code		M01.44	20161201	20991231	
42616397	Rubella arthritis, pelvic region and thigh	Condition	ICD10	ICD10 code		M01.45	20161201	20991231	
42616398	Rubella arthritis, lower leg	Condition	ICD10	ICD10 code		M01.46	20161201	20991231	
42616399	Rubella arthritis, ankle and foot	Condition	ICD10	ICD10 code		M01.47	20161201	20991231	
42616400	Rubella arthritis, other	Condition	ICD10	ICD10 code		M01.48	20161201	20991231	
42616401	Rubella arthritis, site unspecified	Condition	ICD10	ICD10 code		M01.49	20161201	20991231	
45562570	Arthritis in other viral diseases classified elsewhere	Condition	ICD10	ICD10 code		M01.5	19900501	20991231	
42616402	Arthritis in other viral diseases classified elsewhere, multiple sites	Condition	ICD10	ICD10 code		M01.50	20161201	20991231	
42616403	Arthritis in other viral diseases classified elsewhere, shoulder region	Condition	ICD10	ICD10 code		M01.51	20161201	20991231	
42616404	Arthritis in other viral diseases classified elsewhere, upper arm	Condition	ICD10	ICD10 code		M01.52	20161201	20991231	
42616409	Arthritis in other viral diseases classified elsewhere, ankle and foot	Condition	ICD10	ICD10 code		M01.57	20161201	20991231	
42616410	Arthritis in other viral diseases classified elsewhere, other	Condition	ICD10	ICD10 code		M01.58	20161201	20991231	
42616411	Arthritis in other viral diseases classified elsewhere, site unspecified	Condition	ICD10	ICD10 code		M01.59	20161201	20991231	
45581990	Arthritis in mycoses	Condition	ICD10	ICD10 code		M01.6	19900501	20991231	
42616412	Arthritis in mycoses, multiple sites	Condition	ICD10	ICD10 code		M01.60	20161201	20991231	
42616413	Arthritis in mycoses, shoulder region	Condition	ICD10	ICD10 code		M01.61	20161201	20991231	
42616414	Arthritis in mycoses, upper arm	Condition	ICD10	ICD10 code		M01.62	20161201	20991231	
42616415	Arthritis in mycoses, forearm	Condition	ICD10	ICD10 code		M01.63	20161201	20991231	
42616416	Arthritis in mycoses, hand	Condition	ICD10	ICD10 code		M01.64	20161201	20991231	
42616417	Arthritis in mycoses, pelvic region and thigh	Condition	ICD10	ICD10 code		M01.65	20161201	20991231	
42616418	Arthritis in mycoses, lower leg	Condition	ICD10	ICD10 code		M01.66	20161201	20991231	
42616419	Arthritis in mycoses, ankle and foot	Condition	ICD10	ICD10 code		M01.67	20161201	20991231	
42616420	Arthritis in mycoses, other	Condition	ICD10	ICD10 code		M01.68	20161201	20991231	
42616421	Arthritis in mycoses, site unspecified	Condition	ICD10	ICD10 code		M01.69	20161201	20991231	
45557744	Arthritis in other infectious and parasitic diseases classified elsewhere	Condition	ICD10	ICD10 code		M01.8	19900501	20991231	
42616426	Arthritis in other infectious and parasitic diseases classified elsewhere, hand	Condition	ICD10	ICD10 code		M01.84	20161201	20991231	
42616427	Arthritis in other infectious and parasitic diseases classified elsewhere, pelvic region and thigh	Condition	ICD10	ICD10 code		M01.85	20161201	20991231	
42616428	Arthritis in other infectious and parasitic diseases classified elsewhere, lower leg	Condition	ICD10	ICD10 code		M01.86	20161201	20991231	
42616429	Arthritis in other infectious and parasitic diseases classified elsewhere, ankle and foot	Condition	ICD10	ICD10 code		M01.87	20161201	20991231	
42616430	Arthritis in other infectious and parasitic diseases classified elsewhere, other	Condition	ICD10	ICD10 code		M01.88	20161201	20991231	
42616431	Arthritis in other infectious and parasitic diseases classified elsewhere, site unspecified	Condition	ICD10	ICD10 code		M01.89	20161201	20991231	
45548234	Reactive arthropathies	Condition	ICD10	ICD10 Hierarchy		M02	19900501	20991231	
45586816	Arthropathy following intestinal bypass	Condition	ICD10	ICD10 code		M02.0	19900501	20991231	
42616432	Arthropathy following intestinal bypass, multiple sites	Condition	ICD10	ICD10 code		M02.00	20161201	20991231	
42616433	Arthropathy following intestinal bypass, shoulder region	Condition	ICD10	ICD10 code		M02.01	20161201	20991231	
42616434	Arthropathy following intestinal bypass, upper arm	Condition	ICD10	ICD10 code		M02.02	20161201	20991231	
42616435	Arthropathy following intestinal bypass, forearm	Condition	ICD10	ICD10 code		M02.03	20161201	20991231	
42616436	Arthropathy following intestinal bypass, hand	Condition	ICD10	ICD10 code		M02.04	20161201	20991231	
42616437	Arthropathy following intestinal bypass, pelvic region and thigh	Condition	ICD10	ICD10 code		M02.05	20161201	20991231	
42619366	Arthropathy following intestinal bypass, lower leg	Condition	ICD10	ICD10 code		M02.06	20161201	20991231	
42616438	Arthropathy following intestinal bypass, ankle and foot	Condition	ICD10	ICD10 code		M02.07	20161201	20991231	
42616439	Arthropathy following intestinal bypass, other	Condition	ICD10	ICD10 code		M02.08	20161201	20991231	
42616440	Arthropathy following intestinal bypass, site unspecified	Condition	ICD10	ICD10 code		M02.09	20161201	20991231	
45606034	Postdysenteric arthropathy	Condition	ICD10	ICD10 code		M02.1	19900501	20991231	
42616441	Postdysenteric arthropathy, multiple sites	Condition	ICD10	ICD10 code		M02.10	20161201	20991231	
42616442	Postdysenteric arthropathy, shoulder region	Condition	ICD10	ICD10 code		M02.11	20161201	20991231	
42616445	Postdysenteric arthropathy, hand	Condition	ICD10	ICD10 code		M02.14	20161201	20991231	
42616446	Postdysenteric arthropathy, pelvic region and thigh	Condition	ICD10	ICD10 code		M02.15	20161201	20991231	
42616447	Postdysenteric arthropathy, lower leg	Condition	ICD10	ICD10 code		M02.16	20161201	20991231	
42616448	Postdysenteric arthropathy, ankle and foot	Condition	ICD10	ICD10 code		M02.17	20161201	20991231	
42616449	Postdysenteric arthropathy, other	Condition	ICD10	ICD10 code		M02.18	20161201	20991231	
42616450	Postdysenteric arthropathy, site unspecified	Condition	ICD10	ICD10 code		M02.19	20161201	20991231	
45553028	Postimmunization arthropathy	Condition	ICD10	ICD10 code		M02.2	19900501	20991231	
42616451	Postimmunization arthropathy, multiple sites	Condition	ICD10	ICD10 code		M02.20	20161201	20991231	
42616452	Postimmunization arthropathy, shoulder region	Condition	ICD10	ICD10 code		M02.21	20161201	20991231	
42616453	Postimmunization arthropathy, upper arm	Condition	ICD10	ICD10 code		M02.22	20161201	20991231	
42616454	Postimmunization arthropathy, forearm	Condition	ICD10	ICD10 code		M02.23	20161201	20991231	
42616455	Postimmunization arthropathy, hand	Condition	ICD10	ICD10 code		M02.24	20161201	20991231	
42616456	Postimmunization arthropathy, pelvic region and thigh	Condition	ICD10	ICD10 code		M02.25	20161201	20991231	
42616457	Postimmunization arthropathy, lower leg	Condition	ICD10	ICD10 code		M02.26	20161201	20991231	
42619367	Postimmunization arthropathy, ankle and foot	Condition	ICD10	ICD10 code		M02.27	20161201	20991231	
42616458	Postimmunization arthropathy, other	Condition	ICD10	ICD10 code		M02.28	20161201	20991231	
42616459	Postimmunization arthropathy, site unspecified	Condition	ICD10	ICD10 code		M02.29	20161201	20991231	
45572320	Reiter disease	Condition	ICD10	ICD10 code		M02.3	19900501	20991231	
42616460	Reiter disease, multiple sites	Condition	ICD10	ICD10 code		M02.30	20161201	20991231	
42616461	Reiter disease, shoulder region	Condition	ICD10	ICD10 code		M02.31	20161201	20991231	
42616462	Reiter disease, upper arm	Condition	ICD10	ICD10 code		M02.32	20161201	20991231	
42616463	Reiter disease, forearm	Condition	ICD10	ICD10 code		M02.33	20161201	20991231	
42616464	Reiter disease, hand	Condition	ICD10	ICD10 code		M02.34	20161201	20991231	
42616465	Reiter disease, pelvic region and thigh	Condition	ICD10	ICD10 code		M02.35	20161201	20991231	
42616466	Reiter disease, lower leg	Condition	ICD10	ICD10 code		M02.36	20161201	20991231	
42616467	Reiter disease, ankle and foot	Condition	ICD10	ICD10 code		M02.37	20161201	20991231	
42616469	Reiter disease, site unspecified	Condition	ICD10	ICD10 code		M02.39	20161201	20991231	
45596422	Other reactive arthropathies	Condition	ICD10	ICD10 code		M02.8	19900501	20991231	
42616470	Other reactive arthropathies, multiple sites	Condition	ICD10	ICD10 code		M02.80	20161201	20991231	
42616471	Other reactive arthropathies, shoulder region	Condition	ICD10	ICD10 code		M02.81	20161201	20991231	
42616472	Other reactive arthropathies, upper arm	Condition	ICD10	ICD10 code		M02.82	20161201	20991231	
42616473	Other reactive arthropathies, forearm	Condition	ICD10	ICD10 code		M02.83	20161201	20991231	
42616474	Other reactive arthropathies, hand	Condition	ICD10	ICD10 code		M02.84	20161201	20991231	
42616475	Other reactive arthropathies, pelvic region and thigh	Condition	ICD10	ICD10 code		M02.85	20161201	20991231	
42616476	Other reactive arthropathies, lower leg	Condition	ICD10	ICD10 code		M02.86	20161201	20991231	
42616477	Other reactive arthropathies, ankle and foot	Condition	ICD10	ICD10 code		M02.87	20161201	20991231	
42616480	Reactive arthropathy, unspecified, multiple sites	Condition	ICD10	ICD10 code		M02.90	20161201	20991231	
42616481	Reactive arthropathy, unspecified, shoulder region	Condition	ICD10	ICD10 code		M02.91	20161201	20991231	
42616482	Reactive arthropathy, unspecified, upper arm	Condition	ICD10	ICD10 code		M02.92	20161201	20991231	
42616483	Reactive arthropathy, unspecified, forearm	Condition	ICD10	ICD10 code		M02.93	20161201	20991231	
42616484	Reactive arthropathy, unspecified, hand	Condition	ICD10	ICD10 code		M02.94	20161201	20991231	
42616485	Reactive arthropathy, unspecified, pelvic region and thigh	Condition	ICD10	ICD10 code		M02.95	20161201	20991231	
42616486	Reactive arthropathy, unspecified, lower leg	Condition	ICD10	ICD10 code		M02.96	20161201	20991231	
42616487	Reactive arthropathy, unspecified, ankle and foot	Condition	ICD10	ICD10 code		M02.97	20161201	20991231	
42616488	Reactive arthropathy, unspecified, other	Condition	ICD10	ICD10 code		M02.98	20161201	20991231	
42616489	Reactive arthropathy, unspecified, site unspecified	Condition	ICD10	ICD10 code		M02.99	20161201	20991231	
45755461	Postinfective and reactive arthropathies in diseases classified elsewhere	Condition	ICD10	ICD10 Hierarchy		M03	19900501	20991231	
45596424	Postmeningococcal arthritis	Condition	ICD10	ICD10 code		M03.0	19900501	20991231	
42616490	Postmeningococcal arthritis, multiple sites	Condition	ICD10	ICD10 code		M03.00	20161201	20991231	
42616491	Postmeningococcal arthritis, shoulder region	Condition	ICD10	ICD10 code		M03.01	20161201	20991231	
42616492	Postmeningococcal arthritis, upper arm	Condition	ICD10	ICD10 code		M03.02	20161201	20991231	
42616493	Postmeningococcal arthritis, forearm	Condition	ICD10	ICD10 code		M03.03	20161201	20991231	
42616494	Postmeningococcal arthritis, hand	Condition	ICD10	ICD10 code		M03.04	20161201	20991231	
42616495	Postmeningococcal arthritis, pelvic region and thigh	Condition	ICD10	ICD10 code		M03.05	20161201	20991231	
42616496	Postmeningococcal arthritis, lower leg	Condition	ICD10	ICD10 code		M03.06	20161201	20991231	
42616497	Postmeningococcal arthritis, ankle and foot	Condition	ICD10	ICD10 code		M03.07	20161201	20991231	
42616498	Postmeningococcal arthritis, other	Condition	ICD10	ICD10 code		M03.08	20161201	20991231	
42616499	Postmeningococcal arthritis, site unspecified	Condition	ICD10	ICD10 code		M03.09	20161201	20991231	
45538620	Postinfective arthropathy in syphilis	Condition	ICD10	ICD10 code		M03.1	19900501	20991231	
42616500	Postinfective arthropathy in syphilis, multiple sites	Condition	ICD10	ICD10 code		M03.10	20161201	20991231	
42616501	Postinfective arthropathy in syphilis, shoulder region	Condition	ICD10	ICD10 code		M03.11	20161201	20991231	
42616502	Postinfective arthropathy in syphilis, upper arm	Condition	ICD10	ICD10 code		M03.12	20161201	20991231	
42616503	Postinfective arthropathy in syphilis, forearm	Condition	ICD10	ICD10 code		M03.13	20161201	20991231	
42616504	Postinfective arthropathy in syphilis, hand	Condition	ICD10	ICD10 code		M03.14	20161201	20991231	
42616505	Postinfective arthropathy in syphilis, pelvic region and thigh	Condition	ICD10	ICD10 code		M03.15	20161201	20991231	
42616506	Postinfective arthropathy in syphilis, lower leg	Condition	ICD10	ICD10 code		M03.16	20161201	20991231	
42616507	Postinfective arthropathy in syphilis, ankle and foot	Condition	ICD10	ICD10 code		M03.17	20161201	20991231	
42619370	Postinfective arthropathy in syphilis, other	Condition	ICD10	ICD10 code		M03.18	20161201	20991231	
42616508	Postinfective arthropathy in syphilis, site unspecified	Condition	ICD10	ICD10 code		M03.19	20161201	20991231	
45572325	Other postinfectious arthropathies in diseases classified elsewhere	Condition	ICD10	ICD10 code		M03.2	19900501	20991231	
42616511	Other postinfectious arthropathies in diseases classified elsewhere, upper arm	Condition	ICD10	ICD10 code		M03.22	20161201	20991231	
42616512	Other postinfectious arthropathies in diseases classified elsewhere, forearm	Condition	ICD10	ICD10 code		M03.23	20161201	20991231	
42616513	Other postinfectious arthropathies in diseases classified elsewhere, hand	Condition	ICD10	ICD10 code		M03.24	20161201	20991231	
42616514	Other postinfectious arthropathies in diseases classified elsewhere, pelvic region and thigh	Condition	ICD10	ICD10 code		M03.25	20161201	20991231	
42616515	Other postinfectious arthropathies in diseases classified elsewhere, lower leg	Condition	ICD10	ICD10 code		M03.26	20161201	20991231	
42616516	Other postinfectious arthropathies in diseases classified elsewhere, ankle and foot	Condition	ICD10	ICD10 code		M03.27	20161201	20991231	
42616517	Other postinfectious arthropathies in diseases classified elsewhere, other	Condition	ICD10	ICD10 code		M03.28	20161201	20991231	
42616518	Other postinfectious arthropathies in diseases classified elsewhere, site unspecified	Condition	ICD10	ICD10 code		M03.29	20161201	20991231	
45538621	Reactive arthropathy in other diseases classified elsewhere	Condition	ICD10	ICD10 code		M03.6	19900501	20991231	
42616519	Reactive arthropathy in other diseases classified elsewhere, multiple sites	Condition	ICD10	ICD10 code		M03.60	20161201	20991231	
42616520	Reactive arthropathy in other diseases classified elsewhere, shoulder region	Condition	ICD10	ICD10 code		M03.61	20161201	20991231	
42616521	Reactive arthropathy in other diseases classified elsewhere, upper arm	Condition	ICD10	ICD10 code		M03.62	20161201	20991231	
42616522	Reactive arthropathy in other diseases classified elsewhere, forearm	Condition	ICD10	ICD10 code		M03.63	20161201	20991231	
42616523	Reactive arthropathy in other diseases classified elsewhere, hand	Condition	ICD10	ICD10 code		M03.64	20161201	20991231	
42616524	Reactive arthropathy in other diseases classified elsewhere, pelvic region and thigh	Condition	ICD10	ICD10 code		M03.65	20161201	20991231	
42616525	Reactive arthropathy in other diseases classified elsewhere, lower leg	Condition	ICD10	ICD10 code		M03.66	20161201	20991231	
42619371	Reactive arthropathy in other diseases classified elsewhere, ankle and foot	Condition	ICD10	ICD10 code		M03.67	20161201	20991231	
42616526	Reactive arthropathy in other diseases classified elsewhere, other	Condition	ICD10	ICD10 code		M03.68	20161201	20991231	
42616527	Reactive arthropathy in other diseases classified elsewhere, site unspecified	Condition	ICD10	ICD10 code		M03.69	20161201	20991231	
45606038	Seropositive rheumatoid arthritis	Condition	ICD10	ICD10 Hierarchy		M05	19900501	20991231	
42616528	Felty syndrome, multiple sites	Condition	ICD10	ICD10 code		M05.00	20161201	20991231	
42616529	Felty syndrome, shoulder region	Condition	ICD10	ICD10 code		M05.01	20161201	20991231	
42616530	Felty syndrome, upper arm	Condition	ICD10	ICD10 code		M05.02	20161201	20991231	
42616531	Felty syndrome, forearm	Condition	ICD10	ICD10 code		M05.03	20161201	20991231	
42616532	Felty syndrome, hand	Condition	ICD10	ICD10 code		M05.04	20161201	20991231	
42616533	Felty syndrome, pelvic region and thigh	Condition	ICD10	ICD10 code		M05.05	20161201	20991231	
42616534	Felty syndrome, lower leg	Condition	ICD10	ICD10 code		M05.06	20161201	20991231	
42616535	Felty syndrome, ankle and foot	Condition	ICD10	ICD10 code		M05.07	20161201	20991231	
42616536	Felty syndrome, other	Condition	ICD10	ICD10 code		M05.08	20161201	20991231	
42616537	Felty syndrome, site unspecified	Condition	ICD10	ICD10 code		M05.09	20161201	20991231	
45557753	Rheumatoid lung disease	Condition	ICD10	ICD10 code		M05.1	19900501	20991231	
42616538	Rheumatoid lung disease, multiple sites	Condition	ICD10	ICD10 code		M05.10	20161201	20991231	
42616539	Rheumatoid lung disease, shoulder region	Condition	ICD10	ICD10 code		M05.11	20161201	20991231	
42616540	Rheumatoid lung disease, upper arm	Condition	ICD10	ICD10 code		M05.12	20161201	20991231	
42616541	Rheumatoid lung disease, forearm	Condition	ICD10	ICD10 code		M05.13	20161201	20991231	
42616542	Rheumatoid lung disease, hand	Condition	ICD10	ICD10 code		M05.14	20161201	20991231	
42616543	Rheumatoid lung disease, pelvic region and thigh	Condition	ICD10	ICD10 code		M05.15	20161201	20991231	
42616544	Rheumatoid lung disease, lower leg	Condition	ICD10	ICD10 code		M05.16	20161201	20991231	
42616545	Rheumatoid lung disease, ankle and foot	Condition	ICD10	ICD10 code		M05.17	20161201	20991231	
42616546	Rheumatoid lung disease, other	Condition	ICD10	ICD10 code		M05.18	20161201	20991231	
42616547	Rheumatoid lung disease, site unspecified	Condition	ICD10	ICD10 code		M05.19	20161201	20991231	
45562583	Rheumatoid vasculitis	Condition	ICD10	ICD10 code		M05.2	19900501	20991231	
42616548	Rheumatoid vasculitis, multiple sites	Condition	ICD10	ICD10 code		M05.20	20161201	20991231	
42616549	Rheumatoid vasculitis, shoulder region	Condition	ICD10	ICD10 code		M05.21	20161201	20991231	
42616550	Rheumatoid vasculitis, upper arm	Condition	ICD10	ICD10 code		M05.22	20161201	20991231	
42616551	Rheumatoid vasculitis, forearm	Condition	ICD10	ICD10 code		M05.23	20161201	20991231	
42616552	Rheumatoid vasculitis, hand	Condition	ICD10	ICD10 code		M05.24	20161201	20991231	
42616553	Rheumatoid vasculitis, pelvic region and thigh	Condition	ICD10	ICD10 code		M05.25	20161201	20991231	
42616556	Rheumatoid vasculitis, other	Condition	ICD10	ICD10 code		M05.28	20161201	20991231	
42616557	Rheumatoid vasculitis, site unspecified	Condition	ICD10	ICD10 code		M05.29	20161201	20991231	
45577097	Rheumatoid arthritis with involvement of other organs and systems	Condition	ICD10	ICD10 code		M05.3	19900501	20991231	
42616558	Rheumatoid arthritis with involvement of other organs and systems, multiple sites	Condition	ICD10	ICD10 code		M05.30	20161201	20991231	
42616559	Rheumatoid arthritis with involvement of other organs and systems, shoulder region	Condition	ICD10	ICD10 code		M05.31	20161201	20991231	
42616560	Rheumatoid arthritis with involvement of other organs and systems, upper arm	Condition	ICD10	ICD10 code		M05.32	20161201	20991231	
42616561	Rheumatoid arthritis with involvement of other organs and systems, forearm	Condition	ICD10	ICD10 code		M05.33	20161201	20991231	
42616562	Rheumatoid arthritis with involvement of other organs and systems, hand	Condition	ICD10	ICD10 code		M05.34	20161201	20991231	
42616563	Rheumatoid arthritis with involvement of other organs and systems, pelvic region and thigh	Condition	ICD10	ICD10 code		M05.35	20161201	20991231	
42616564	Rheumatoid arthritis with involvement of other organs and systems, lower leg	Condition	ICD10	ICD10 code		M05.36	20161201	20991231	
42616565	Rheumatoid arthritis with involvement of other organs and systems, ankle and foot	Condition	ICD10	ICD10 code		M05.37	20161201	20991231	
42619374	Rheumatoid arthritis with involvement of other organs and systems, other	Condition	ICD10	ICD10 code		M05.38	20161201	20991231	
42616566	Rheumatoid arthritis with involvement of other organs and systems, site unspecified	Condition	ICD10	ICD10 code		M05.39	20161201	20991231	
