OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	value_source	n_records	n_subjects
3022217	p-inr-vt	inr	Source	1439	970
3016431	s-kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	Source	14779	5879
3021347	s-kalsium,ionisoitunut,aktuaali	mmol/l	Source	14590	5996
-1	s-reumafaktori,määritys	kiu/l	Source	173	163
3018251	fp-gluk		Source	3605	2401
3019069	l-basofiilit	%	Source	52709	15827
-1	pt-glomerulussuodosnopeus,ckd-epi-kaava	ml/min/173m2	Source	5605	2041
0	p-happamuusaste(ionis.ca)		Extracted	22410	8169
3015235	cp-hco3st	mmol/l	Source	453	219
3003129	cb-emäsylimäärä		Extracted	510	290
3015235	cb-standardibikarbonaatti	mmol/l	Source	10798	4935
-1	cb-happamuusaste		Source	919	591
-1	cb-happiosapaine	kpa	Source	163	122
-1	cb-hiilidioksidiosapaine	kpa	Source	166	125
-1	cb-happikyllästeisyys(hemoglobiinin,osuustoiminnallisestahb:sta)	%	Source	125	96
3019069	l-basofiilisetleukosyytit	%	Source	10852	4587
3037551	s-ca12-5antigeeni	u/ml	Source	416	172
-1	s-he4,ihmisenepididymaalinenantigeeni4	pmol/l	Source	204	125
-1	fp-laktaatti	mmol/l	Source	1976	1154
3009035	p-b12-bc	pmol/l	Source	129	126
3010813	b-leuk-vt	e9/l	Source	2468	1619
-1	basofiilitosuus	%	Source	4363	3496
-1	eosinofiilit,osuus	%	Source	2988	2584
-1	lymfosyytitosuus	%	Source	4362	3496
-1	monosyytitosuus	%	Source	4362	3496
-1	neutrofiilit,osuus	%	Source	2989	2585
-1	s-pölyerittely(phadiatop),igevasta-aineet	u/ml	Source	249	249
3013603	p-psa-suh	ug/l	Source	252	133
-1	b-hkr	l/l	Source	3191	1357
-1	b-pvk+t	pg	Source	1878	814
-1	s-chpnabg	eiu	Source	1826	1680
-1	b-pvk+t	%m	Source	105	75
3016888	s-borrabg	au/ml	Source	1987	1566
-1	s-borrabg	form	Source	15	12
-1	b-pvk+t	%	Source	2538	1097
-1	b-pvk+t	g/l	Source	402	255
3001784	p-psa-v/t	%	Source	590	430
-1	insuliininkaltainenkasvutekijä1	nmol/l	Source	142	107
-1	insuliininkaltainenkasvutekijä1,sd-score,seerumi		Source	52	36
-1	p-hcg-tot	iu/l	Source	3736	1882
3026782	u-osmolaliteetti,estimoitu		Extracted	119	101
3024928	vb-o2sat	%	Source	36013	10443
3019230	vb-hbo2	%	Source	32681	9444
3011648	vb-o2-vol	%	Source	15588	4778
3000475	sy-leuk	e6/l	Source	11394	7621
3021589	erytroblastit		Extracted	2691	1795
-1	myeliiniinassosioituvaglykoproteiini,vasta-aineet	e6/l	Source	92	80
-1	sulfatidi,igmvasta-aineet	e6/l	Source	92	80
3013826	oma-gluk		Source	17457	2510
3048469	s-ohkarba	umol/l	Source	4079	1659
42529215	p-fsh	u/l	Source	8372	6344
44816844	p-prl	mu/l	Source	8537	5165
3009214	p-lh	u/l	Source	4717	3575
-1	s-hsvabg	eiu	Source	514	457
3002030	lymf		Extracted	26387	5545
3019069	mono		Extracted	25914	5379
3006504	eos		Extracted	14193	5461
3022096	baso		Extracted	25406	5077
3018010	neut		Extracted	12133	4803
3036481	p-korsol		Extracted	2443	1859
3027238	s-tpoab		Extracted	3240	2839
3039429	sa-korsol		Extracted	133	100
3025159	l-bla		Extracted	1576	632
3021440	l-prom		Extracted	1640	720
3017181	l-myel		Extracted	1806	803
3002179	l-metam		Extracted	1611	670
3004809	l-nst		Extracted	1513	626
3017354	l-nlt		Extracted	1564	648
3019069	l-mono		Extracted	4858	1773
3020460	oma-crp		Extracted	12945	7577
3002030	lymf	%	Source	46895	13915
-1	s-ebvabg	eiu	Source	810	665
-1	s-cmvabg	eiu	Source	1562	1043
1001833	-ebvnh	u/ml	Source	123	76
-1	bla	%	Source	3320	1268
3021440	prom	%	Source	4479	1618
3017181	myel	%	Source	4482	1617
3002179	metam	%	Source	3264	1240
-1	nst	%	Source	3290	1260
-1	nlt	%	Source	4461	1754
3043849	p-ebvnh	u/ml	Source	673	226
-1	cd4	%/lumf	Source	1920	761
3013707	b-la		Source	6307	3017
3013650	b-neu	e9/l	Source	3653	1173
3019198	b-lym	e9/l	Source	2469	1034
3018010	b-neu	%	Source	2479	1037
3002030	b-lym	%	Source	2560	1108
3019069	b-mono	%	Source	4619	1317
3019069	b-baso	%	Source	10493	3578
3037121	u-prot	g/l	Source	12034	3229
-1	14347	g/l	Source	3707	1598
-1	14348	g/l	Source	3675	1597
-1	14349	g/l	Source	3670	1574
-1	14350	g/l	Source	3672	1606
-1	14351	g/l	Source	3680	1597
-1	14352	g/l	Source	3325	1358
-1	14272		Extracted	5212	2646
3023024	cb-pco2		Extracted	9011	4136
3003458	fp-pi		Extracted	8824	4697
3004490	cb-hco3-st		Extracted	7857	3779
-1	b-cd34	e6/l	Source	193	118
-1	afer-trom	e9/l	Source	204	152
-1	afer-mns	e8/kg	Source	185	142
-1	afer-cd34	e6/kg	Source	185	139
-1	afer-leuk	e9/l	Source	182	141
3035933	gran	%	Source	206	153
-1	mns	%	Source	204	151
-1	afer-hkr	osuus	Source	203	151
-1	afer-mnst	e9/tuote	Source	189	143
-1	afer-leukt	e9/tuote	Source	191	143
3005719	p-igg		Extracted	3709	2750
3016407	p-fibr		Extracted	1216	745
3005715	s-van		Extracted	2400	625
3030558	-cmvnh	u/ml	Source	281	158
43055120	p-cmvnh	u/ml	Source	1466	268
3024172	s-epo	iu/l	Source	2343	1853
3046279	s-pct		Extracted	117	98
3000963	b-hbp	g/l	Source	6697	4247
3015183	b-lap	mm/h	Source	2725	2271
3010813	b-leukp	e9/l	Source	7464	4618
3026361	b-erytp	e12/l	Source	7635	4767
3017315	u-amyl	u/l	Source	2761	2221
3018418	fs-ph		Extracted	17366	5025
46236952	pt-gfrekce	ml/min/173m2	Source	850	427
3020059	p-kalsium,albumiinikorjattu	mmol/l	Source	8637	6504
-1	:glutamyylitransferaasi-desialotransferriini-indeksi		Extracted	268	201
0	pt-fib-4		Source	6047	4597
3020148	s-gadab	iu/ml	Source	1685	1551
40759040	p-c-pepta	nmol/l	Source	1944	1459
-1	transferriinirautakyllästeisyys	%	Source	233	148
-1	p-gluk	mmol	Source	468	374
3019800	b-tnt-hy	ng/l	Source	51	46
-1	ab-ph	form	Source	1072	421
3008152	ab-hco3	mmol/l	Source	5989	2456
3003031	s-gt-cdt		Source	2610	1269
3003031	s-cdt		Source	150	114
3027273	vb-hco3	mmol/l	Source	1209	334
3015235	cb-hco3	mmol/l	Source	6213	2023
3015235	cb-shco3	mmol/l	Source	2958	822
3019977	ab-ph(t)		Source	4510	1437
3045156	ab-pco2(t)	kpa	Source	4510	1437
3022803	ab-po2(t)	kpa	Source	4514	1437
-1	ab-hkr	osuus	Source	864	535
3044242	ab-gluk	mmol/l	Source	3962	2038
3043409	ab-k	mmol/l	Source	1089	614
3016431	ab-ca++7.4	mmol/l	Source	1106	618
3014576	ab-cl	mmol/l	Source	1123	636
-1	ab-na	mmol/l	Source	1125	635
-1	ab-lämpö	aste	Source	1072	605
3021347	ab-ca++	mmol/l	Source	1087	613
3018405	ab-laktaat	mmol/l	Source	5615	2541
-1	cp-c-reaktiivinenproteiini,ihopiston,hoitoyksikössä		Extracted	261	232
3013603	p-prostataspesifinenantigeeni,kokonais	ug/l	Source	725	569
3005791	s-ecp	ug/l	Source	4738	1949
-1	p-crp-hy,osoitushoitoyksikössä	mg/l	Source	611	438
-1	u-suhteellinentiheyskg/l		Source	1451	897
3010156	s-hcrp	mg/l	Source	6474	5099
3006315	b-basofiilit	e9/l	Source	17451	6665
-1	l-lymfosyytti	%	Source	11079	3614
-1	l-eosinofiili	%	Source	11078	3614
-1	l-basofiili	%	Source	11394	3761
-1	l-monosyytti	%	Source	17104	6654
3020191	p-etoh	promille	Source	3768	2252
3020876	du-prot		Extracted	1712	1034
3050449	cu-alb-mi	ug/min	Source	5748	2833
3016431	ca++/ph7.4	mmol/l	Source	18482	4544
3022217	tromboplastiiniaika,inr-tulostus,plasmasta	inr	Source	15979	3481
3037534	parathormoni,plasmasta,paastotilassa	ng/l	Source	1651	697
3015736	happamuusaste,virtsasta		Source	1393	271
3000850	epiteelisolut,virtsasta	e6/l	Source	4910	1904
3030467	lieriöt,virtsasta	e6/l	Source	4909	1904
-1	leukosyytit,virtsasta	e6/l	Source	1867	973
40766048	s-rnp70-ab	u/ml	Source	262	225
-1	ribonukleoproteiini,nukleaarinen,vasta-aineet,seerumista	u/ml	Source	48	45
3006504	eosinofiilit-osuus	%	Source	1200	1034
3002030	ly	%	Source	10737	2008
3019069	monosyytit-osuus	%	Source	2103	1824
3018010	neutrofiilit-osuus	%	Source	2116	1835
3001308	kolesteroli,lowdensitylipoproteiinit	mmol/l	Source	4904	4249
3041096	u-eryt-o		Source	6198	1955
3009261	u-gluk-o		Source	8166	2203
40763086	u-leuk-o		Source	9164	2917
3021601	u-prot-o		Source	9652	2661
3021601	u-nitr-o		Source	9927	3004
3019497	s-hcg-b-v	pmol/l	Source	1107	428
-1	s-pappa	form	Source	136	95
3012336	s-haptog		Extracted	996	896
3036603	du-vm	ml	Source	737	478
-1	s-vzvabg	eiu	Source	3320	3086
-1	am-epo	u/l	Source	265	196
-1	am-lamel	e9/l	Source	266	186
3004410	b-vthba1c	mmol/mol	Source	1184	346
3002030	l-ly		Extracted	5564	1560
3006270	fb-folaat		Extracted	267	259
3013826	p-gluk,tk		Extracted	3899	1864
3013826	p-gluk,tk		Source	3391	1821
3002032	vb-be		Extracted	46342	13079
-1	ab-o2-sis	ml/l	Source	413	284
3013826	ap-gluk	mmol/l	Source	1509	778
3014576	ap-cl	mmol/l	Source	271	208
3021347	ap-ca-ion	mmol/l	Source	1484	747
3020460	crp,tk		Source	6021	2646
3049506	nu-alb		Extracted	1512	1027
43055246	p-ttr	%	Source	1114	419
3018095	u-leuk-bv	e6/l	Source	17865	5621
3020460	p-c-reaktiivinenproteiinipikahoitoyksiköt	mg/l	Source	4587	2296
3002030	lymfosyytit-osuus	%	Source	2168	1877
3026361	b-eryt		Source	29963	5996
3024731	e-mcv		Source	3815	1583
3003338	e-mchc		Source	973	728
3035941	e-mch		Source	3395	1361
3019900	fs-kol		Source	1018	722
3023602	fs-kol-hdl		Source	882	606
3001308	fs-kol-ldl		Source	1050	753
3010813	b-leuk		Source	21413	4790
3048773	fs-trigly		Source	949	664
3007461	b-trom		Source	2684	1609
3009201	s-tsh		Source	377	287
3008486	s-t4-v		Source	304	227
-1	s-ferrit	umol/l	Source	15	14
3020460	b-crpp	mg/l	Source	6753	4557
3015377	fs-ca	mmol/l	Source	1580	1112
3016436	s-ld	u/l	Source	5177	2356
3051714	b-fiddp	mg/l	Source	776	704
3031040	u-bact		Extracted	3529	2772
3051593	cb-inrpika		Source	857	787
3013742	s-prealb	g/l	Source	33018	13048
-1	b-mpadp	u	Source	870	672
3051593	cb-inrpika		Extracted	463	437
3020427	p-antifxa	u/ml	Source	10807	3642
3009466	s-valpr	umol/l	Source	31514	6014
-1	s-cic	ugeq/ml	Source	622	555
3023939	s-ssaab	u/ml	Source	1429	945
3009466	s-valpr		Extracted	4304	1416
3006999	s-rnpab	u/ml	Source	2847	1877
3016921	s-smab	u/ml	Source	1653	1199
3041067	s-ssa-52	u/ml	Source	329	236
3041423	s-ssa-60	u/ml	Source	201	145
-1	p-luakrvv		Source	1511	1372
3048518	p-luakptt		Source	1532	1392
-1	p-insu		Extracted	58	48
0	oma-hb		Extracted	1182	702
3018171	p-hcg	u/l	Source	11637	5226
3020460	pika-crp	mg/l	Source	3592	1628
3020491	pika-gluk	mmol/l	Source	1880	725
-1	b-hemoglobiini-a1c,glykoitunut	%	Source	455	397
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaav	ml/min/173m2	Source	5281	1792
3027238	p-tpoab		Extracted	790	739
3021347	s-ca(akt)		Extracted	11912	6859
3032155	s-metnef		Extracted	203	189
3026179	s-normet		Extracted	262	248
3026782	u-osmest		Extracted	6300	4502
3007164	s-iga		Extracted	2356	2120
3020013	afossuoli	u/l	Source	391	346
3035062	afosmaksa1	u/l	Source	673	589
3001467	afosluusto	u/l	Source	630	555
3036185	afosmaksa2	u/l	Source	603	531
3026782	u-osmol	mosm/kgh2o	Source	7279	5336
3008295	s-osmol	mosm/kgh2o	Source	4890	3275
3028772	s-osteoca	ug/l	Source	52	43
3037551	p-ca12-5	u/ml	Source	29704	9667
40758310	p-he4	pmol/l	Source	2502	1864
40763571	fp-trfesat		Extracted	2308	1872
-1	fb-b1-vit		Extracted	193	179
3013005	fs-a-vit	umol/l	Source	4424	2137
3018851	s-teofy	umol/l	Source	618	346
3027456	s-digoks		Extracted	3558	1564
3009201	s-tsh-abr	mu/l	Source	2402	947
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava		Source	2090	822
-1	l-myelosyytit,mikroskopointi	%	Source	430	199
-1	b-erytrosyytit,normoblastit,mikroskopointi	u/100l	Source	332	145
3015956	l-leukosyytit,eosinofiiliset,mikroskopointi	%	Source	1511	623
3019069	l-leukosyytit,basofiiliset,mikroskopointi	%	Source	1516	621
3019069	l-monosyytit,mikroskopointi	%	Source	1521	634
3002030	l-lymfosyytit,mikroskopointi	%	Source	1513	626
3018010	l-neutrofiilit,mikroskopointi	%	Source	1582	668
-1	ab-emäsylimäärä		Extracted	3698	1434
3008152	ab-aktuaalibikarbonaatti	mmol/l	Source	14350	4290
3002173	ab-hemoglobiini	g/l	Source	10469	2651
3016431	ab-kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	Source	9532	2130
3023103	b-kalium	mmol/l	Source	10600	2467
3019550	b-natrium	mmol/l	Source	10582	2466
-1	b-laktaatti,päivystystutkimus	mmol/l	Source	11294	3143
3021347	ab-kalsium,ionisoitunut,eitilattava	mmol/l	Source	9534	2131
-1	ab-happikyllästeisyys(hemoglobiini),eitilattava	%	Source	9563	2150
3014576	b-kloridi	mmol/l	Source	9499	2129
3045716	b-anionivaje	mmol/l	Source	9462	2127
-1	l-metamyelosyytit,mikroskopointi	%	Source	401	186
-1	sy-neutrofiilit,nivelnesteestä	%	Source	50	38
-1	sy-eosinofiilit,nivelnesteestä	%	Source	50	38
-1	sy-erytrosyytit,nivelnesteestä	e6/l	Source	53	40
-1	sy-lymfosyytitjamonosyytit,nivelnesteestä	%	Source	50	38
-1	sy-sameus,nivelnesteestä		Source	56	41
3020460	crp,tk		Extracted	2890	1408
-1	vp-gluk-0h	mmol/l	Source	712	571
-1	vp-gluk-2h	mmol/l	Source	710	569
-1	gluk0min		Source	359	344
-1	gluk30min		Source	354	341
-1	gluk60min		Source	351	338
3016701	gluk120min		Source	349	334
-1	sao2		Extracted	2020	1331
3021589	b-erytroblasti	e9/l	Source	1447	806
3022948	fp-rauta	umol/l	Source	3852	2394
3024561	p-albumiini	g/l	Source	7306	3926
40771025	d-vitamiini-25-oh	nmol/l	Source	1576	1443
-1	s-b12-vitamiini.aktiivinen	pmol/l	Source	1127	1068
3015377	kalsium	mmol/l	Source	1033	916
3011391	s-d-1	pmol/l	Source	4660	3884
3021387	s-prl		Extracted	2983	2367
3023530	s-17hprog	nmol/l	Source	645	327
3016616	s-dheas	umol/l	Source	3584	2814
3017446	s-testoms	nmol/l	Source	713	492
3022411	s-adioni	nmol/l	Source	1251	828
3017044	s-tshrab		Extracted	3512	1971
3035320	p-crp/pika	mg/l	Source	5633	2510
3000963	oma-b-hb	g/l	Source	613	434
3020191	p-etoh	mmol/l	Source	769	564
3035941	e-mch	pg/cell	Source	21286	2115
3048773	fp-trigl	mmol/l	Source	8566	1590
3004410	b-hba1cvt	mmol/mol	Source	10683	2323
3012516	u-alb		Source	2474	809
3009508	u-krea		Source	3799	1056
40764999	pt-gfreep	ml/min/173m2	Source	12674	2687
3009306	s-afp	ug/l	Source	2510	947
-1	hoi-crp-pi		Source	2155	991
3020460	b-crp-pika		Extracted	798	430
-1	u-ph-pika		Extracted	656	385
-1	u-omin.p-pika		Extracted	218	164
3000963	b-hb-pika		Extracted	375	253
3000963	pika-hb	g/l	Source	1071	684
3023511	u-hcg-o		Extracted	7	7
3025577	b-cr	ug/l	Source	3296	1793
3026470	b-co	ug/l	Source	3759	1968
3024561	p-alb		Source	704	651
3015377	p-ca		Source	475	451
-1	tromboplastiiniaika	%	Source	148	135
3020564	p-kreatiniini		Extracted	1169	437
3019420	s-trypt	ug/l	Source	3595	2339
-1	s-amokse	u/ml	Source	172	169
3018688	s-ampise	u/ml	Source	100	98
-1	s-gpene	u/ml	Source	156	153
3035457	s-kefakle	u/ml	Source	209	201
-1	s-vpene	u/ml	Source	171	168
3037522	s-anaab	titre	Source	701	640
3022756	s-kerulo	mg/l	Source	2186	2063
3024980	s-igg4	g/l	Source	9778	6128
3010726	s-hevonee	u/ml	Source	1780	1702
3034274	fs-sappih		Extracted	1438	995
3019069	l-mono+muu	%	Source	1440	1221
-1	redcelldistributionwidth	%	Source	3597	3223
3004410	b-ghba1cp	%	Source	888	487
3004410	b-hba1cp	mmol/mol	Source	13766	2170
3020460	b-crp-poc	mg/l	Source	3319	1408
3016750	cu-aika(s)	s	Source	1458	670
3004775	cu-vm	ml	Source	2761	1052
3004410	b-ghba1c	%	Source	3607	2426
-1	cp-gluk-po		Extracted	1736	135
3009035	s-b12-akt	pmol/l	Source	3424	1989
3040151	cp-gluk-hy	mmol/l	Source	6395	702
-1	p-prostataspesifinenantigeenivapaanjakok.psa:	%	Source	185	146
3019050	s-kudostransglutaminaasi,igavasta-aineet	u/ml	Source	2058	1958
-1	u-suhteellinentiheys,kval,vierit.hoitoyksikös		Source	293	220
-1	u-happamuusaste,vieritestihoitoyksikössä		Source	319	241
-1	ab-happamuusaste,lämpötilakorjattu		Source	417	277
-1	ab-hiilidioksidiosapaine,lämpötilakorjattu	kpa	Source	417	277
3003396	ab-emäsylimäärä	mmol/l	Source	9159	3540
-1	ab-happiosapaine,lämpötilakorjattu	kpa	Source	415	276
3014218	ab-bikarbonaatti	mmol/l	Source	557	350
-1	ab-erytrosyytit,tilavuusosuus	osuus	Source	413	275
-1	ab-methemoglobiini	%	Source	4232	1990
-1	ab-glukoosi	mmol/l	Source	405	272
-1	ab-hemoglobiini,hiilimonoksidi	%	Source	418	279
-1	ab-kalium	mmol/l	Source	415	276
-1	ab-kalsium,ionisoitunut,ph7.4:ssa	mmol/l	Source	402	273
-1	ab-kloridi	mmol/l	Source	417	277
-1	ab-natrium	mmol/l	Source	418	277
-1	ab-lämpötila(he-tase)	aste	Source	418	277
-1	ab-kalsium,ionisoitunut,aktuaalinen	mmol/l	Source	417	277
-1	ab-laktaatti	mmol/l	Source	415	276
3023183	fp-nh4-ion	umol/l	Source	22888	8413
-1	p-apcres.		Source	2333	2137
3002022	p-pc-ag	%	Source	16	16
46236952	pt-gfre-md	ml/min/173m2	Source	26941	11701
-1	b-pvk+t	e9/l	Source	2687	1789
-1	l-mid	%	Source	1593	1205
3035933	l-gran	%	Source	1843	1376
0	poikkeavalämpötila	°c	Source	21361	2715
3019250	p-fviii	%	Source	4772	3427
3020779	fp-urea		Extracted	5223	2619
3010375	b-cya		Extracted	321	73
3037121	u-prot		Extracted	1741	1097
3035062	maksa-1-is	u/l	Source	1031	909
3036185	maksa-2-is	u/l	Source	1034	913
3001467	luusto-is	u/l	Source	1039	915
-1	14346	g/l	Source	3690	1607
-1	14078	ug/l	Source	113	31
-1	14400	ug/l	Source	56	40
3003129	cb-emäsylimäärä	mmol/l	Source	10678	4894
-1	-hdl/kol	%	Source	3481	2709
3019473	li-prot	g/l	Source	233	206
-1	pt-paino	kg	Source	2690	905
3013180	p-hiv1nh	u/ml	Source	1500	416
3026361	b-eryt	%	Source	760	388
3012989	du-sitraat	mmol/24h	Source	153	105
-1	cb-o2-sis	ml/l	Source	461	211
-1	cb-sbc	mmol/l	Source	461	211
3016431	s-caph7.4	mmol/l	Source	5238	2741
3021347	s-ca-akt	mmol/l	Source	5288	2755
3025886	du-oksal	mg/24h	Source	162	134
-1	du-krea	mmol	Source	1601	1157
0	mxd	%	Source	14328	2927
-1	b-mxd	e9/l	Source	3612	938
3006923	fp-alat	u/l	Source	1830	732
3023103	fp-k	mmol/l	Source	4399	1405
3019550	fp-na	mmol/l	Source	6047	1562
3035995	fp-afos	u/l	Source	595	339
-1	s-heliabg	titre	Source	13	10
-1	p-inr	ng	Source	382	38
3020682	u-albumiininjakreatiniininsuhde	mg/mmol	Source	4773	3807
-1	ly-cd4-t		Extracted	131	115
-1	b-t-cd4		Extracted	142	123
3013603	p-psasäde	ug/l	Source	1491	327
3020460	p-crp-vt		Source	2410	1836
3027135	s-igg1		Extracted	1987	1477
3028192	s-igg2		Extracted	1984	1475
3024139	s-igg3		Extracted	1947	1441
3024980	s-igg4		Extracted	2499	1800
3014037	ly-t-cd4	%	Source	2006	938
-1	b-t-cd4	e6/l	Source	1607	746
3001788	p-aldos	pmol/l	Source	977	789
-1	du-aldos	nmol	Source	1111	969
3025159	l-blast-m	%	Source	1395	462
3006504	l-eos-m	%	Source	7238	2175
3019069	l-baso-m	%	Source	6645	2009
3019069	l-monos-m	%	Source	6377	1933
3002030	l-lymf-m	%	Source	6543	1973
3018010	l-neut-m	%	Source	7114	2165
-1	11679	u/ml	Source	22	22
-1	b-siklosporiinia,massaspektrometrinen	ug/l	Source	760	78
-1	b-trombosyytit,sitraattiveri	e9/l	Source	135	78
-1	b-lymfosyytit,t-cd4-solut	e6/l	Source	358	215
-1	s-pujonsiitepöly,igevasta-aineet	u/ml	Source	206	203
3023351	s-pölyerittely	u/ml	Source	222	218
3006923	s-alaniiniaminotransferaasi	u/l	Source	1811	1384
3020564	s-kreatiniini	umol/l	Source	671	590
3009201	s-tyreotropiini	miu/l	Source	403	302
-1	s-ihmisenepididymaalinenantigeeni4	pmol/l	Source	251	168
3037551	p-ca12-5antigeeni	u/ml	Source	689	313
3009201	s-tsh-peg		Extracted	181	107
3037522	s-ana		Extracted	1241	1076
3018387	s-mypnabg		Extracted	1602	1364
3021347	-caionac	mmol/l	Source	61	55
3016431	-caio7.4	mmol/l	Source	60	55
3051714	p-fidd-o		Extracted	603	502
3002385	e-kokojakauma	%	Source	24438	7371
-1	tromboplastiiniaika,aktivoitu,partiaalinen,plasma	s	Source	406	319
3006653	fb-b1-vit	nmol/l	Source	3058	2403
-1	b-fosfatidyylietanoli	umol/l	Source	4774	2866
3027475	li-erytrosyytit	e6/l	Source	163	155
3018677	p-aptt		Extracted	1772	1550
3022217	p-inr-hy		Extracted	6338	282
3022217	p-inr-hy		Source	13890	479
-1	p-kalium,paikallisanalytiikka,kuivakemia	mmol/l	Source	2353	1304
-1	p-kreatiniini,paikallisanalytiikka,kuivakemia	umol/l	Source	1411	839
-1	p-natrium,paikallisanalytiikka,kuivakemia	mmol/l	Source	2324	1296
-1	u-happamuusaste		Extracted	5381	3759
3019150	u-suhteellinentiheys		Extracted	7963	5051
-1	c-reaktiivinenproteiini		Source	654	479
3020891	pt-lämpötila	°c	Source	15473	5208
3028653	ab-hiilimonoksidi-hb	%	Source	3646	1646
3014218	ab-standardibikarbonaatti	mmol/l	Source	4430	2130
3000963	ab-kokonaishemoglobiini,verikaasuanalysaattorista	g/l	Source	3733	1675
-1	p-kalsium-ioni,aktuaali	mmol/l	Source	14960	4960
3023103	ap-kalium	mmol/l	Source	3943	1763
3019550	ap-natrium	mmol/l	Source	3924	1752
-1	ap-laktaatti	mmol/l	Source	3933	1718
3021347	p-kalsium,ionisoitunut	mmol/l	Source	11149	4229
3012516	albumiini	g/l	Source	6718	3495
-1	troponiini	ng/l	Source	1588	1158
-1	n-terminaalinenpro-bnp(nt-probnp)	ng/l	Source	2053	1505
3012544	vb-happamuusaste		Source	2063	1053
-1	vb-happiosapaine	kpa	Source	1362	721
-1	vb-hiilidioksidiosapaine	kpa	Source	1545	748
-1	p-kloridi	mmol/l	Source	148	115
-1	p-laktaatti	mmol/l	Source	11611	4521
3002032	vb-emäsylimäärä	mmol/l	Source	12122	5164
3000963	vb-kokonaishemoglobiini,verikaasuanalysaattorista	g/l	Source	11980	4647
-1	plasmankalsium-ioni,aktuaali	mmol/l	Source	135	112
-1	fosfaatti,epäorgaaninen	mmol/l	Source	275	203
3015377	p-kalsium	mmol/l	Source	5504	4244
3012095	p-magnesium	mmol/l	Source	1759	958
3001308	fp-kolesteroli,lowdensitylipoprotein	mmol/l	Source	7970	4832
40771025	s-d-vitamiini-25-oh	nmol/l	Source	6314	4705
-1	fp-glukoosi,paastonäyte	mmol/l	Source	9604	8085
-1	paastoseeruminkalsium-ioni.	mmol/l	Source	575	385
-1	seeruminkalsium-ioni.aktuaali	mmol/l	Source	569	383
-1	seeruminph		Source	215	160
-1	ldl-kolesteroli	mmol/l	Source	10891	8662
-1	erytrosyytit,kokojakaumaindeksi,osatutk.2474	%	Source	12711	2569
-1	happamuusaste,virtsasta,osatutk.		Source	608	423
-1	suhteellinentiheys,virtsasta,osatutk.		Source	578	408
-1	hemoglobiini-a1c,verestä	mmol/m	Source	440	412
3007821	p-glu/0	mmol/l	Source	1831	1314
3016701	p-glu/2h	mmol/l	Source	1812	1306
-1	na	g/l	Source	732	592
3023709	fs-gh	ug/l	Source	4205	1544
3019083	s-igf1sds		Extracted	706	476
3019083	s-igf1sds		Source	614	394
3027570	du-oksal	umol/24h	Source	470	313
-1	p-amylaasi,haimaperäinen	u/l	Source	2841	1627
-1	p-fibriinind-dimeerit	mg/l	Source	974	852
40764999	pt-gfre-cg	ml/min/173m2	Source	10063	4646
-1	fs-lipidit	paketti	Source	263	224
3011951	s-hasp�he	u/ml	Source	632	604
-1	s-maap�he	u/ml	Source	887	827
3027231	s-vehn�e	u/ml	Source	528	498
3005136	s-clahere	u/ml	Source	2058	1936
40768453	s-rcora9e	u/ml	Source	384	365
3011897	s-caspähe	u/ml	Source	894	826
3003633	s-ovomuke	u/ml	Source	451	301
-1	s-cora14e	u/ml	Source	784	707
-1	s-ruocome	u/ml	Source	725	694
-1	s-parapäe	u/ml	Source	827	769
-1	s-sakspäe	u/ml	Source	881	822
3000936	s-kiivie	u/ml	Source	99	98
3036312	s-lohie	u/ml	Source	261	242
-1	s-rgadc1e	u/ml	Source	169	164
-1	s-rcypc1e	u/ml	Source	158	152
3001784	s-psa-v/t	%	Source	13330	4289
3007844	s-ebvabm		Extracted	51	46
3021614	s-rf		Extracted	3009	2816
3005895	p-myogl		Extracted	715	554
3003458	p-pi		Extracted	6621	3060
3027475	li-eryt		Extracted	3185	2234
3016543	li-leuk		Extracted	3188	2232
3019473	li-prot		Extracted	259	250
3003785	s-cea		Extracted	2338	1507
3033658	p-tt		Extracted	5990	3944
36304997	b-tbifng	iu/ml	Source	2858	2632
21492711	s-cmvavi		Source	272	265
3009550	s-parvabg	titre	Source	510	433
-1	s-evircf	titre	Source	408	354
-1	s-infacf	titre	Source	315	277
-1	s-infbcf	titre	Source	588	513
-1	s-rsvcf	titre	Source	597	515
-1	s-toxocf	titre	Source	120	108
-1	s-pincf	titre	Source	702	603
-1	s-tati	nmol/l	Source	548	482
-1	s-vlseabg	au/ml	Source	1330	980
-1	s-vlseabm	au/ml	Source	2303	1766
3045066	s-tymidk	u/l	Source	1862	1000
-1	21792	mg	Source	353	232
3020630	s-prot		Extracted	5202	3881
3028286	s-album		Extracted	2546	1940
3015322	s-alfa-1		Extracted	2551	1944
3005229	s-alfa-2		Extracted	2554	1949
3043723	s-beta-1		Extracted	2488	1893
3043747	s-beta-2		Extracted	2540	1934
3023465	s-gamma		Extracted	2677	2041
3029713	s-mkomp-1		Extracted	4884	2313
3035797	s-mkomp-2		Extracted	1702	1272
