OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	TEST_OUTCOME	n_TEST_OUTCOME	n_subjects
3013826	ap-gluk	mmol/l	A	118	102
3014218	ap-hco3st	mmol/l	A	333	171
3043409	ap-k	mmol/l	A	6416	2769
3043409	ap-k	mmol/l	H	633	250
3043409	ap-k	mmol/l	L	915	447
3043409	ap-k	mmol/l	HH	66	39
3023103	ap-kalium	mmol/l	A	518	344
3023103	ap-kalium	mmol/l	N	1822	967
3023103	ap-kalium	mmol/l	L	124	75
3023103	ap-kalium	mmol/l	H	119	66
3023103	ap-kalium		N	6	6
3018405	ap-lakt	mmol/l	A	539	344
3018405	ap-lakt		A	6	6
3018405	ap-laktaat	mmol/l	A	10524	3254
3018405	ap-laktaat	mmol/l	H	2758	931
3018405	ap-laktaat	mmol/l	L	126	51
3018405	ap-laktaat		A	35	13
3018405	ap-laktaat		H	10	7
-1	ap-laktaatti	mmol/l	N	1798	910
-1	ap-laktaatti	mmol/l	A	668	459
-1	ap-laktaatti	mmol/l	H	462	223
-1	ap-laktaatti		N	11	9
-1	ap-laktaatti	mmol/l	L	22	16
-1	ap-laktaatti(arteria)	mmol/l	N	11	9
3019550	ap-na	mmol/l	A	18531	5098
3019550	ap-na	mmol/l	L	4451	1196
3019550	ap-na	mmol/l	LL	632	106
3019550	ap-na	mmol/l	H	452	97
3019550	ap-na		L	6	6
3019550	ap-na		A	11	7
3019550	ap-natrium	mmol/l	N	1484	814
3019550	ap-natrium	mmol/l	A	963	534
3019550	ap-natrium	mmol/l	L	460	210
3019550	ap-natrium	mmol/l	H	65	22
3019977	ap-ph		A	131	100
3014218	ap-shco3	mmol/l	A	81	58
3014218	ap-shco3		A	38	32
-1	ap-standardibikarbonaatti	mmol/l	A	13	10
-1	arakidonihappo	%	N	317	257
3026692	as-alb	g/l	N	105	103
3026692	as-alb		N	48	44
-1	as-amylp	u/l	N	9	9
-1	as-amylp		N	12	10
-1	as-bakteeri,värjäys		N	18	18
-1	as-bio		N	29	19
-1	as-cea	ug/l	N	7	7
-1	as-cea		N	8	8
3033799	as-diffi		N	631	425
3009613	as-eryt	e6/l	A	372	175
3009613	as-eryt		N	634	425
3009613	as-eryt		H	7	7
3009613	as-eryt	e6/l	N	11	10
-1	as-gluk	mmol/l	N	280	224
-1	as-gluk		N	7	7
-1	as-gran	%	A	14	11
3038385	as-krea	umol/l	N	12	10
-1	as-ld	u/l	N	12	12
3023487	as-leuk		N	626	415
3023487	as-leuk	e6/l	N	107	65
3023487	as-leuk	e6/l	A	157	112
3023487	as-leuk	e6/l	HH	9	8
-1	as-mononukleaarisetvalkosolut	%	N	17	15
-1	as-polymorfonukleaarisetvalkosolut	%	N	17	15
3002331	as-prot	g/l	N	239	196
3002331	as-prot	g/l	A	171	113
3002331	as-prot		N	148	113
3002331	as-prot		A	9	7
-1	as-sameus		A	21	17
3044007	as-solut		N	649	436
4281824	as-syto		N	974	930
4281824	as-syto		AA	735	659
4281824	as-syto		A	33	31
-1	as-un�k�-o		N	626	415
-1	asat/trombosyytit-indeksi		A	11	9
-1	asat/trombosyytit-indeksi		N	9	6
-1	asat/trombosyytit-indeksi		H	12	9
3035350	asetoniaineet(kval)	estimate	N	594	473
-1	asetoniaineet(kval)		N	89	85
-1	asetoniaineet(kval),virtsasta,osatutk.		A	26	25
3013721	aspartaattiaminotransferaasi	u/l	N	257	210
3013721	aspartaattiaminotransferaasi	u/l	H	68	52
3013721	aspartaattiaminotransferaasi		N	11	7
-1	aspergillusfumigatus,iggvasta-aineet	mg/l	N	10	9
-1	aspergillusfumigatusige	u/ml	N	15	15
-1	aspergillusversicolorige	u/ml	N	15	15
-1	atopobiumvaginae		A	29	26
-1	atopobiumvaginae		N	33	31
-1	audiogram		N	8	8
-1	audiogramm		N	31	28
-1	audiogvanl		N	76	69
-1	audit		N	132	131
-1	b-12srrna		N	9	9
-1	b-6-me-mp		N	317	238
-1	b-6-me-mp	umol/l	A	11	8
-1	b-6-tgn		N	317	238
-1	b-6-tgn	umol/l	A	9	7
-1	b-adp		L	220	49
-1	b-adp		N	109	42
-1	b-adp	auc	A	6	6
-1	b-agu-d		N	6	6
3039000	b-angap	mmol/l	A	11731	2719
3039000	b-angap		A	121	49
3045716	b-anionivaje	mmol/l	N	1119	329
3045716	b-anionivaje	mmol/l	A	2066	646
-1	b-anionivaje		A	18	12
3045716	b-anionivaje	mmol/l	H	218	95
3045716	b-anionivaje	mmol/l	L	127	37
-1	b-aortmut		N	7	7
-1	b-apoe-d		N	21	21
-1	b-aptem		N	54	35
-1	b-aspi		L	259	59
-1	b-aspi		N	62	29
-1	b-aspi		H	18	6
-1	b-aspi	auc	A	9	9
-1	b-asyykar		N	16	12
-1	b-atrytyd		N	40	36
-1	b-b-cd19	e6/l	A	391	240
3000060	b-b-cd19	e9/l	A	742	261
3000060	b-b-cd19		A	374	161
3000060	b-b-cd19		N	679	358
3000060	b-b-cd19		L	457	320
3000060	b-b-cd19		H	16	15
3000060	b-b-cd19	e9/l	L	26	16
-1	b-b-cd19,b-solut	e9/l	A	78	57
-1	b-b-cd19,b-solut	e9/l	L	13	10
-1	b-b-cd19,b-solut	e9/l	N	10	9
-1	b-b-lymfosyytit	e6/l	A	390	214
-1	b-b-lymfosyytit	e6/l	N	275	172
-1	b-b-tyypinnatriureettinenpeptidi	ng/l	H	7	7
-1	b-bakt	%	N	15	15
-1	b-bakteeri,jatkoviljely(verestä),seulottunäyte		A	355	165
-1	b-bakteeri,jatkoviljely,seulottunäyte		A	519	260
-1	b-bakteeri,jatkoviljely,seulottunäyte		N	97	38
-1	b-bakteeri,veriviljely		N	34	22
-1	b-bakteeri,viljely		N	573	410
-1	b-bakteeri,viljely		A	37	25
-1	b-bakteeri,viljelyverestä		N	38	30
-1	b-bakteeriviljelyverestä,jatkotutkimus		A	37	25
3023368	b-baktjvi		N	3422	1626
3023368	b-baktjvi		A	6248	3345
3023368	b-baktvi		N	94891	24837
3023368	b-baktvi		A	4027	2530
-1	b-baktvi-aerobi		N	2886	1806
-1	b-baktvi-anaerobi		N	2906	1817
3022096	b-bas	%	H	1509	1205
3006315	b-bas	e9/l	N	9900	1766
3006315	b-bas	e9/l	H	45	32
3006315	b-bas	e9/l	A	19	12
-1	b-bas		N	6	6
3006315	b-baso		N	284851	56078
3006315	b-baso	e9/l	N	83722	35769
3006315	b-baso	e9/l	A	31213	11594
3006315	b-baso	e9/l	H	6370	3776
3006315	b-baso		H	11324	3991
3019069	b-baso	%	N	985	610
3019069	b-baso	%	H	149	112
3006315	b-baso		A	1628	845
3006315	b-baso	e9/l	L	779	401
3019069	b-baso	%	A	400	222
3006315	b-baso		L	84	54
3019069	b-basoabs		N	82	74
3006315	b-basof		A	867	422
3006315	b-basof	e9/l	A	108	66
-1	b-basofiili	e9/l	N	73	30
3006315	b-basofiilisetleukosyytit	e9/l	N	6309	3214
3006315	b-basofiilisetleukosyytit	e9/l	A	705	407
3006315	b-basofiilisetleukosyytit	e9/l	L	13	11
3006315	b-basofiilisetleukosyytit	e9/l	H	258	181
-1	b-basofiilisetleukosyytit		N	37	37
3006315	b-basofiilit	e9/l	A	793	383
3006315	b-basofiilit	e9/l	N	1701	1027
3019069	b-basofiilit	%	N	117	67
-1	b-basofiilit		N	16	16
-1	b-basofiilit,absoluuttiset		N	19	15
3019069	b-basofiilit,suhde	%	N	21	10
3019069	b-basofiilit-act5diffillä	%	N	162	76
3019069	b-basofiilit-act5diffillä	%	H	16	11
-1	b-basofiilitabsoluuttinenmäärä		N	15	15
3042391	b-bcr-qr		N	30	13
3042391	b-bcr-qr		A	31	8
3012501	b-be	mmol/l	A	9750	2757
3012501	b-be		A	7124	2295
-1	b-beeta-hydroksibutyraatti,pika	mmol/l	A	30	24
-1	b-beeta-hydroksibutyraatti,pikatutkimus,verestä	mmol/l	H	28	21
-1	b-beeta-hydroksibutyraatti,pikatutkimus,verestä	mmol/l	N	8	7
-1	b-beeta-hydroksibutyraatti,pikatutkimus,verestä	mmol/l	A	40	26
-1	b-bio		N	1426	1239
0	b-bio-0		N	15093	14656
-1	b-biodna		N	662	655
-1	b-biomam		N	75	73
-1	b-biomamd		N	72	70
-1	b-bmuisti	%	N	16	16
-1	b-bnaive	%	N	16	16
-1	b-bnp-v		A	88	40
-1	b-bo3-d		N	723	718
-1	b-borrnho		N	28	28
-1	b-bplasbl	%	N	7	7
-1	b-bplasbl		N	10	10
-1	b-brcamut		N	30	30
-1	b-brcay-d		N	97	97
-1	b-brovmut		N	524	524
-1	b-btrans	%	N	16	16
-1	b-c-reaktiivinenproteiini	mg/l	A	24	21
-1	b-c-reaktiivinenproteiini		N	10	10
-1	b-c-reaktiivinenproteiini(kval)		N	8	8
-1	b-c-reaktiivinenproteiini,vieritesti		N	73	48
-1	b-c-reaktiivinenproteiini,vieritesti		A	15	12
-1	b-c-reaktiivinenproteiinipika		A	149	97
-1	b-c-reaktiivinenproteiinipika		N	74	66
-1	b-c-resktiivinenproteiini		N	507	364
3020460	b-c-resktiivinenproteiini	mg/l	N	778	514
-1	b-c/adp	s	A	22	21
-1	b-c/adp	s	H	7	7
-1	b-c/epi	s	A	27	26
-1	b-c/epi	s	N	8	8
-1	b-c/epi		A	6	6
-1	b-c/epi	s	H	8	7
-1	b-ca++-v	mmol/l	A	25	21
-1	b-ca++-v		A	21	18
-1	b-ca1mut		N	12	12
-1	b-caionpf	mmol/l	A	265	27
-1	b-caionpf		A	55	6
-1	b-calr-d		A	7	7
-1	b-calr-d		N	10	10
3005785	b-cardiac,ckmb		N	10	10
3005785	b-cardiac,ckmb	ng/ml	N	12	6
-1	b-cardiac,myoglobiini	ng/ml	N	16	11
-1	b-cardiac,troponiinii		N	23	13
-1	b-cd16/56	e9/l	A	455	328
-1	b-cd16/cd56	e9/l	A	48	47
-1	b-cd16/cd56	e9/l	N	72	60
3010503	b-cd19	e6/l	A	2215	714
3010503	b-cd19	e9/l	A	1679	864
3010503	b-cd19	e9/l	N	49	42
3010503	b-cd19	e9/l	L	12	9
3010503	b-cd19		A	33	29
3011412	b-cd3	e9/l	A	1577	821
3011412	b-cd3	e6/l	A	1496	579
3011412	b-cd3		A	29	23
3011412	b-cd3	e9/l	N	32	30
-1	b-cd3-positiivisett-lymfosyytit	e6/l	N	361	234
-1	b-cd3-positiivisett-lymfosyytit	e6/l	A	304	150
-1	b-cd34-fc		N	191	118
3028167	b-cd4	e6/l	A	1904	592
-1	b-cd4	e9/l	A	1769	878
3028167	b-cd4		A	30	21
-1	b-cd4	e9/l	N	28	27
-1	b-cd4-cm	%	N	11	11
-1	b-cd4-em	%	N	11	11
-1	b-cd4-positiivisett-lymfosyytit	e6/l	N	270	207
-1	b-cd4-positiivisett-lymfosyytit	e6/l	A	395	164
-1	b-cd4-rte	%	N	11	11
-1	b-cd4akt	%	N	11	11
-1	b-cd4emra	%	N	11	11
-1	b-cd4naiv	%	N	11	11
-1	b-cd4sup	ng/ml	A	17	11
-1	b-cd4treg	%	N	11	11
-1	b-cd8	e9/l	A	1023	599
3001405	b-cd8	e6/l	A	1136	452
-1	b-cd8	e9/l	N	67	58
3001405	b-cd8		A	24	18
-1	b-cd8-cm	%	N	11	11
-1	b-cd8-em	%	N	11	11
-1	b-cd8-positiivisett-lymfosyytit	e6/l	N	445	266
-1	b-cd8-positiivisett-lymfosyytit	e6/l	A	220	120
-1	b-cd8akt	%	N	11	11
-1	b-cd8emra	%	N	11	11
-1	b-cd8naiv	%	N	11	11
-1	b-cftr-d		N	12	12
-1	b-ckmbmv		A	21	18
3018572	b-cl	mmol/l	A	15095	3054
3018572	b-cl		A	2841	562
3026470	b-co	ug/l	A	1825	1133
3026470	b-co	ug/l	N	231	201
3026470	b-co	ug/l	H	255	187
3026470	b-co		A	326	283
3026470	b-co		N	101	100
3026470	b-co		H	21	18
-1	b-col/adp	s	A	17	16
-1	b-col/epi	s	A	12	12
3025577	b-cr	ug/l	A	1673	1034
3025577	b-cr	ug/l	N	212	188
3025577	b-cr	ug/l	H	226	159
3025577	b-cr		A	185	170
3025577	b-cr		H	24	21
3025577	b-cr		N	128	106
-1	b-crcmut		N	117	116
-1	b-crco		N	689	415
42870365	b-crp	mg/l	A	1161	515
42870365	b-crp	mg/l	N	705	306
42870365	b-crp		N	1072	405
42870365	b-crp		A	893	750
-1	b-crp,pikatesti,veri	mg/l	A	49	42
3020460	b-crp-0		N	150	86
3020460	b-crp-0	mg/l	H	194	99
3020460	b-crp-0	mg/l	N	86	59
3020460	b-crp-0		H	7	7
3020460	b-crp-o	mg/l	A	1027	443
3020460	b-crp-o		A	16	14
3020460	b-crp-pik	mg/l	H	267	159
3020460	b-crp-pik		N	296	200
3020460	b-crp-pik		H	41	38
3020460	b-crp-pik	mg/l	N	33	30
3020460	b-crp-pika		N	681	420
3020460	b-crp-pika		H	47	43
3020460	b-crp-pika	mg/l	N	425	269
3020460	b-crp-pika	mg/l	H	988	440
3020460	b-crp-pt	mg/l	N	68	66
3020460	b-crp-pt		A	94	76
3020460	b-crp-pt	mg/l	A	372	294
3020460	b-crp-pt		N	446	379
3020460	b-crp-v	mg/l	A	1327	697
3020460	b-crp-vt	mg/l	A	2985	1431
3020460	b-crp-vt	mg/l	H	11694	8468
3020460	b-crp-vt		N	2670	2370
3020460	b-crp-vt		A	244	113
3020460	b-crp-vt	mg/l	N	570	530
3020460	b-crp-vt		H	36	35
3020460	b-crpp	mg/l	H	4418	3094
3020460	b-crpp		H	23	16
3020460	b-crpp	mg/l	N	51	40
3020460	b-crpp		N	104	57
3020460	b-crppika	mg/l	H	14	13
3010375	b-cya	ug/l	N	241	82
3010375	b-cya-ms	ug/l	N	10400	672
3010375	b-cya-ms		N	336	201
-1	b-cyp2c19		N	123	123
-1	b-cyp2d6		N	147	147
-1	b-d-dimer	mg/l	N	18	18
-1	b-d-dimer	mg/l	A	180	149
-1	b-d-dimer	mg/l	H	20	16
-1	b-d-dimer		A	8	8
-1	b-dcmmut		N	26	26
-1	b-dend-fc		N	16	13
-1	b-diff		N	144	49
3008757	b-diff-mik		N	28	24
-1	b-diff-mik,mikroskooppidiffi		N	17	14
40760892	b-diffi		N	257749	56413
-1	b-diffi	%	H	8	8
40760892	b-diffi		A	63	49
-1	b-diffi	%	N	19	14
40760892	b-diffi		L	23	19
-1	b-diffi	e9/l	H	13	10
3022096	b-diffi,bas	%	N	106	66
3022096	b-diffi,bas	%	H	17	14
3006504	b-diffi,eos	%	N	96	63
3006504	b-diffi,eos	%	L	15	11
3006504	b-diffi,eos	%	H	14	10
3022096	b-diffi,l-bas	%	N	92	59
3006504	b-diffi,l-eos	%	L	33	23
3006504	b-diffi,l-eos	%	N	62	41
-1	b-diffi,l-liusk	%	L	28	16
-1	b-diffi,l-liusk	%	N	38	33
-1	b-diffi,l-lym	%	L	13	11
-1	b-diffi,l-lym	%	N	28	26
-1	b-diffi,l-lym	%	H	23	12
3002030	b-diffi,l-lymf	%	N	19	13
3002030	b-diffi,l-lymf	%	L	15	7
-1	b-diffi,l-mon	%	N	71	48
-1	b-diffi,l-mon	%	H	24	17
-1	b-diffi,l-myel	%	H	21	9
-1	b-diffi,l-myel	%	N	17	9
3018010	b-diffi,l-neutr	%	N	19	12
-1	b-diffi,l-promyel	%	N	29	17
-1	b-diffi,l-sauv	%	N	29	26
-1	b-diffi,l-sauv	%	L	34	22
3002030	b-diffi,lymf	%	H	26	17
3002030	b-diffi,lymf	%	N	90	57
3002030	b-diffi,lymf	%	L	13	10
-1	b-diffi,mon	%	N	101	62
-1	b-diffi,mon	%	H	22	16
-1	b-diffi,nlt	%	L	30	18
-1	b-diffi,nlt	%	N	90	58
-1	b-diffi,nlt	%	H	7	6
-1	b-diffi,nst	%	N	107	66
-1	b-diffi,nst	%	H	21	19
-1	b-diffi,osatutkimus		N	50	35
40760892	b-diffi-kd		N	113	95
40760892	b-diffi-m		N	181	109
-1	b-diffim		N	256	159
3008757	b-diffmik		N	176	54
3027456	b-digoks		N	20	19
3040668	b-dm2alld		A	13	12
-1	b-dnamut		A	9	9
-1	b-dpyd-d		N	804	789
-1	b-ecolnho		A	6	6
-1	b-edta		N	1102	1091
-1	b-edta-nä		N	38	18
-1	b-edta-näy		N	266	192
-1	b-edta-put		N	19	19
-1	b-edta10ml		N	303	148
-1	b-edta20ml		N	97	88
-1	b-edta5/4		N	320	201
-1	b-edtanäy		N	975	479
-1	b-edtaproj		N	258	230
-1	b-edtaputk		N	89	56
-1	b-edtatutk		N	299	222
-1	b-egfr-fd		N	29	25
-1	b-egfr-pt		N	117	96
-1	b-elinkim		N	107	88
-1	b-enterobacterales		A	6	6
3013115	b-eos	e9/l	A	146848	43378
3013115	b-eos		L	44763	12239
3013115	b-eos		N	250472	51970
3013115	b-eos		A	14964	6600
3013115	b-eos	e9/l	N	86825	38315
3013115	b-eos		H	26144	9598
3013115	b-eos	e9/l	H	17071	9218
3013115	b-eos	e9/l	L	22601	8544
3006504	b-eos	%	N	743	387
3006504	b-eos	%	A	1366	646
3006504	b-eos	%	L	1527	1208
3006504	b-eos	%	H	2390	1873
3013115	b-eos	e6/l	N	46	43
3013115	b-eos	e6/l	A	28	24
3006504	b-eosabs	%	A	7	7
3006504	b-eosabs	%	N	77	70
3013115	b-eosabs	e9/l	A	71	41
3013115	b-eosin		A	3270	1609
3013115	b-eosin	e9/l	A	2074	971
3013115	b-eosin	e9/l	N	8	8
3006504	b-eosinifiilit-act5diffillä	%	N	118	65
3006504	b-eosinifiilit-act5diffillä	%	H	37	16
3006504	b-eosinifiilit-act5diffillä	%	L	23	14
-1	b-eosinofiili	%	N	73	30
3013115	b-eosinofiilit	e9/l	N	5308	3868
3013115	b-eosinofiilit	e9/l	A	8641	3569
3013115	b-eosinofiilit	e9/l	H	257	202
3013115	b-eosinofiilit		N	205	142
3006504	b-eosinofiilit	%	N	68	58
3013115	b-eosinofiilit	e9/l	L	390	194
3013115	b-eosinofiilit		A	159	116
3006504	b-eosinofiilit	%	A	8	8
3013115	b-eosinofiilit(ko)	e9/l	N	6	6
3013115	b-eosinofiilit,absoluuttiset	e9/l	N	17	8
3013115	b-eosinofiilit,b-diffiosatutkimus	e9/l	N	332	233
3013115	b-eosinofiilit,b-diffiosatutkimus	e9/l	A	80	56
3013115	b-eosinofiilit,b-diffiosatutkimus		A	38	31
-1	b-eosinofiilit,b-diffiosatutkimus2225	e9/l	N	28	23
3013115	b-eosinofiilit,erillistutkimuksena	e9/l	N	45	45
3013115	b-eosinofiilit,erillistutkimuksena		N	15	11
3013115	b-eosinofiilit,erillistutkimuksena	e9/l	A	8	7
-1	b-eosinofiilit,lukumäärä	e9/l	L	298	98
-1	b-eosinofiilit,lukumäärä	e9/l	H	156	91
-1	b-eosinofiilit,lukumäärä	e9/l	A	109	58
-1	b-eosinofiilit,lukumäärä	e9/l	N	20	20
3013115	b-eosinofiilit,verestä	e9/l	N	640	498
3013115	b-eosinofiilit,verestä	e9/l	A	87	65
3013115	b-eosinofiilit,verestä		N	6	6
-1	b-eosinofiilitabsoluuttinenmäärä	e9/l	N	11	11
3013115	b-eosinofiiliterillistutkimuksena	e9/l	N	14	14
-1	b-eosonofiilit,b-diffiosatutkimus	e9/l	N	12	7
3021589	b-erblast		N	229748	43699
3021589	b-erblast	e9/l	N	1525	782
-1	b-ertytrosyytit	e12/l	N	20	8
3021589	b-erybla		N	114570	26478
3021589	b-erybla	e9/l	N	77507	21799
3021589	b-erybla	e9/l	A	30472	5868
3021589	b-erybla	e9/l	H	7089	1341
3021589	b-erybla		A	829	422
3021589	b-erybla		H	916	317
-1	b-erybla(19978b-erybla),osatutkimus	e9/l	N	161	135
-1	b-erybla,osatutkimus(19978b-erybla)	e9/l	N	1566	971
3021589	b-erybla,osatutkimus(b-erybla)	e9/l	N	3700	1888
3021589	b-erybla,osatutkimus(b-erybla)		N	8	7
3026361	b-eryt		N	998913	147677
3026361	b-eryt	e12/l	A	2356658	185674
3026361	b-eryt		L	763567	64895
3026361	b-eryt	e12/l	L	400667	60424
3026361	b-eryt	e12/l	N	736170	222367
3026361	b-eryt		A	282244	52625
3026361	b-eryt		H	41567	13107
3026361	b-eryt	e12/l	H	51329	20393
3026361	b-eryt	e9/l	N	270	247
3026361	b-eryt	%	N	643	321
3026361	b-eryt		HH	25	7
3026361	b-eryt	e9/l	A	49	41
3026361	b-eryt	%	A	55	33
3026361	b-eryt	e12/l	HH	125	15
3026361	b-eryt	%	H	6	6
-1	b-erytbi	u/100l	A	8	6
-1	b-erytbl	u/100l	A	1021	365
3021589	b-erytbl	e9/l	N	1107	612
3021589	b-erytbl		A	87	40
-1	b-erytbl	%	A	53	13
3026361	b-erytp	e12/l	H	241	185
3026361	b-erytp	e12/l	L	576	318
3026361	b-erytp	e12/l	N	1167	336
3021589	b-erytroblasti	e9/l	N	1446	805
3021589	b-erytroblastit	e9/l	A	2911	538
3021589	b-erytroblastit	e9/l	N	956	656
3021589	b-erytroblastit	e9/l	H	1111	240
3021589	b-erytroblastit		A	45	20
3021589	b-erytroblastit		N	9	9
3021589	b-erytroblastit,absoluuttiset,automaattidiffi	e9/l	N	801	613
3021589	b-erytroblastit,absoluuttiset,automaattidiffi		N	182	149
3026361	b-erytrosyytit	e12/l	N	54278	24712
3026361	b-erytrosyytit	e12/l	A	81894	14203
3026361	b-erytrosyytit	e12/l	L	26131	5232
3026361	b-erytrosyytit	e12/l	H	2299	1260
3026361	b-erytrosyytit		N	180	176
3026361	b-erytrosyytit		L	25	10
3026361	b-erytrosyytit		A	73	55
-1	b-erytrosyytit	1	N	6	6
-1	b-erytrosyytit(tilavuusosuus)	osuus	H	91	50
-1	b-erytrosyytit(tilavuusosuus)	osuus	L	459	127
-1	b-erytrosyytit,kokojakaumaprosentti	%	N	370	287
-1	b-erytrosyytit,kokojakaumaprosentti	%	H	12	9
-1	b-erytrosyytit,normoblastit,mikroskopointi	u/100l	H	30	22
-1	b-erytrosyytit,normoblastit,mikroskopointi	u/100l	A	294	124
-1	b-erytrosyytit,normoblastit,mikroskopointi		A	16	10
-1	b-erytrosyytit,poc-tutkimus	e12/l	N	349	123
-1	b-erytrosyytit,poc-tutkimus	e12/l	L	83	31
-1	b-erytrosyytit,poc-tutkimus	e12/l	H	15	6
3002385	b-erytrosyytit,tilavuusosuus	ratio	N	53141	26279
3002385	b-erytrosyytit,tilavuusosuus	ratio	A	59493	12109
3002385	b-erytrosyytit,tilavuusosuus	%	A	27671	4378
3002385	b-erytrosyytit,tilavuusosuus	%	N	8487	4217
3002385	b-erytrosyytit,tilavuusosuus	ratio	H	2875	1688
3002385	b-erytrosyytit,tilavuusosuus	ratio	L	27018	4596
3002385	b-erytrosyytit,tilavuusosuus		A	2466	647
3002385	b-erytrosyytit,tilavuusosuus		L	96	49
3002385	b-erytrosyytit,tilavuusosuus		N	3154	1634
3002385	b-erytrosyytit,tilavuusosuus	%	L	31	19
3002385	b-erytrosyytit,tilavuusosuus		H	17	12
3002385	b-erytrosyytit,tilavuusosuus	%	H	7	6
-1	b-erytrosyytit,tilavuusosuus	1	N	9	9
3002385	b-erytrosyytit,tilavuusosuus(hematokriitti)	%	N	159	152
3002385	b-erytrosyytit,tilavuusosuus(hematokriitti)	%	A	18	18
3002385	b-erytrosyytit,tilavuusosuus,pikahoitoyksiköt		A	78	61
-1	b-erytrosyytit,tilavuusosuus,pikahoitoyksiköt	osuus	L	14	12
-1	b-erytrosyytit,tilavuusosuus,pikatesti	osuus	A	12	11
-1	b-erytrosyytit,tilavuusosuuspoc-tutkimus	%	N	364	123
-1	b-erytrosyytit,tilavuusosuuspoc-tutkimus	%	L	65	23
-1	b-erytrosyytit,tilavuusosuuspoc-tutkimus	%	H	19	8
-1	b-erytrosyytit,vieritutkimus	e12/l	A	8	7
3002385	b-erytrosyyttientilavuusosuus	%	N	13460	5392
3002385	b-erytrosyyttientilavuusosuus	%	A	468	326
3002385	b-erytrosyyttientilavuusosuus		N	6	6
-1	b-escherichiacoli		A	35	30
-1	b-etoh		N	12	9
-1	b-etoh	umol/l	N	8	7
3030703	b-everoli	ug/l	A	65	9
-1	b-everoms	ug/l	N	383	33
-1	b-everoms		N	35	16
-1	b-exkon-d		N	91	91
-1	b-exseq-d		N	57	57
-1	b-extem		N	129	100
-1	b-extri-d		N	78	78
-1	b-farmakogeneettinenlaajatestipaneeli,dna-tutkimus,verestä		N	12	12
-1	b-farml-d		N	8	8
-1	b-fibriinind-dimeerit		N	12	11
-1	b-fibriinind-dimeerit	mg/l	A	29	29
-1	b-fibriinind-dimeerit	mg/l	H	9	9
-1	b-fibriinind-dimeerit		A	12	12
-1	b-fibtem		N	129	100
3051714	b-fidd	mg/l	N	898	760
3051714	b-fidd	mg/l	A	525	417
3051714	b-fidd		N	73	64
3051714	b-fidd		A	102	84
3051714	b-fidd	mg/l	H	133	92
3051714	b-fidd-o	mg/l	N	342	267
3051714	b-fidd-o	mg/l	H	208	160
3051714	b-fidd-o		H	73	66
3051714	b-fidd-o	mg/l	A	64	57
3051714	b-fidd-o		N	124	109
3051714	b-fidd-pt	mg/l	A	61	55
3051714	b-fidd-pt		A	21	19
3051714	b-fidd-pt	mg/l	N	14	13
-1	b-fidd-pt	mg/i	N	19	19
3051714	b-fidd-pt		N	21	20
-1	b-fidd-pt	mg/i	A	25	24
-1	b-fidd-v		A	29	29
-1	b-fidd-vt		N	168	159
-1	b-fidd-vt	mg/l	N	1001	960
-1	b-fidd-vt	mg/l	H	294	279
-1	b-fidd-vt		H	15	15
-1	b-fidd-vt		A	41	33
3051714	b-fiddp	mg/l	H	151	143
-1	b-fiddpik		N	45	45
-1	b-fiddpik		A	24	22
-1	b-fii-d		N	1795	1654
-1	b-fosfatidyylietanoli	umol/l	A	1172	771
-1	b-fosfatidyylietanoli	umol/l	H	1206	699
-1	b-fosfatidyylietanoli		N	2234	1868
-1	b-fosfatidyylietanoli	umol/l	N	1428	1152
-1	b-fosfatidyylietanoli		A	374	266
-1	b-fosfatidyylietanoli		H	13	11
-1	b-fosfatidyylietanoli,verestä		N	703	575
-1	b-fosfatidyylietanoli,verestä	umol/l	A	743	408
-1	b-fosfatidyylietanoli,verestä	umol/l	N	416	309
-1	b-fosfatidyylietanoli,verestä		A	51	34
-1	b-fosfatidyylietanoli,verestä		H	11	10
-1	b-fosfatidyylietanoli,verestä	umol/l	H	16	8
-1	b-fosfatidyylietanoli,verestä(ko)	umol/l	N	7	6
-1	b-fosfatidyylietanoli,verestä(ko)		N	17	11
-1	b-fosfatidyylietanoli,verestä,peth	umol/l	A	18	14
-1	b-fosfatidyylietanoli,verestä,peth	umol/l	N	19	16
-1	b-fosfatidyylietanoli,verestä,peth		N	41	28
-1	b-fosfatidyylietanolivita	umol/l	N	30	27
-1	b-fosfatidyylietanolivita		N	70	60
-1	b-fosfatidyylietanolivita	umol/l	A	11	9
-1	b-fosfori,kokoveren	mmol/l	N	7	7
21494429	b-frax-d		N	67	67
42869858	b-fuus-mr		N	24	24
3015816	b-fv-d		N	1918	1772
3015816	b-fv-d		A	13	13
-1	b-fvfii-d		N	8	7
-1	b-gelso-d		N	6	6
-1	b-geneseq		N	227	222
3004410	b-ghb-a1c		A	9872	5476
3004410	b-ghb-a1c	%	A	15400	7106
3004410	b-ghb-a1c		H	5617	3639
3004410	b-ghb-a1c	%	N	4228	2698
3004410	b-ghb-a1c		N	348	330
3004410	b-ghb-a1c	%	H	2134	971
3004410	b-ghb-a1c	mmol/mol	A	1406	496
3004410	b-ghb-a1cv	mmol/mol	A	290	118
3004410	b-ghba1c	%	A	1929	1157
3004410	b-ghba1c	%	N	82	55
3004410	b-ghba1c		A	8	7
3004410	b-ghba1c-	%	H	85	34
3004410	b-ghba1c-	%	N	38	24
