OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	MEASUREMENT_UNIT_HARMONIZED	omopQuantity	CONVERSION_FACTOR	n_records	n_subjects
3030306	u-epipien	e6/l	e6/l	Number Concentration	1	16238	8712
3029187	s-probnp	ng/l	ng/l	Mass Concentration	1	2092	1753
3022217	p-tromboplastiiniaika,inr-tulos			Relative time		8242	954
-1	p-tromboplastiiniaika,inr-tulos	1				5842	638
3019800	b-tnt-vt			Mass Concentration		3838	3077
-1	u-alvhu5b					912	833
-1	s-kelia-se					464	461
-1	hoihba1c					653	309
-1	pt-sydämenkattavarakenteellinenjatoiminnallinenuä(fm1ee)					172	172
-1	hoitajienhemoglobiini-a1c					472	284
-1	b-hb-hoi					229	94
-1	pt-spr					751	436
-1	0mgluk/0m	mmol/l				30	22
-1	60mgluk/60m	mmol/l				30	22
-1	120mgluk/120m	mmol/l				52	39
3013826	p-gluk-vt/0m	mmol/l	mmol/l	Substance Concentration	1	27	20
-1	e-abotark					1450	875
-1	s-tk-äpkl					523	404
-1	b-hemoglobiini,vieritutkimus					364	261
3020460	crp(päiv.hoitaja)			Mass Concentration		5316	1562
-1	glukoosi(päiv.hoitaja)					634	392
-1	i-statcrea					1445	739
-1	i-stathct					1295	641
-1	i-statk					1240	623
-1	i-statna					1239	622
0	pt-näysaap					6876	1553
-1	pt-näytteenotto,normaali					4942	1341
3006504	l-eosinofiilit			Number Fraction		270	193
-1	pt-näytteensaapuminenjakäsittely					1323	731
3008486	tyroksiini,vapaa(t4v)	pmol/l	pmol/l	Substance Concentration	1	782	578
-1	bo-pad					1096	989
-1	mbopak-7					1841	1493
-1	u-huume-5b					169	160
-1	p-hivnhre					215	132
3006922	s-hevab			Presence or Threshold		4188	3877
3029023	s-hevabg			Presence or Threshold		3502	3277
3002222	s-hevabm			Presence or Threshold		3515	3290
-1	pt-polambs					691	690
3024172	s-epo	u/l	u/l	Arbitrary Concentration	1	5377	4248
3045462	u-prokre	mg/mmol	g/mol	Ratio	1	1812	441
-1	s-pisto1					532	425
3020427	p-antifxa	iu/ml	u/ml	Arbitrary Concentration	1	13789	4248
-1	-hsvvi					1443	1331
3011960	p-bnp			Mass Concentration		9404	6013
3007916	s-dnan-ab			Titer		595	489
3020460	crppika			Mass Concentration		2415	1049
3019550	napika	mmol/l	mmol/l	Substance Concentration	1	2233	1427
3023103	kpika	mmol/l	mmol/l	Substance Concentration	1	2236	1430
3013826	glukpika	mmol/l	mmol/l	Substance Concentration	1	2164	1393
3013784	ca-ionpika	mmol/l		Substance Concentration		1106	848
-1	ureapika	mmol/l				894	721
-1	kemiachem8					899	725
3006442	kreapika	umol/l	umol/l	Substance Concentration	1	1573	1153
3000963	hbpika	g/l	g/l	Mass Concentration	1	1101	831
-1	cv19vieri					1790	1282
3020059	kalsium,albumiinikorjattu,plasmasta	mmol/l	mmol/l	Substance Concentration	1	3555	1760
-1	hemoglobiini,ihmisen(kval),ulosteesta					144	96
-1	yersinia(lajitenterocolitica,pseudotuberculosis,pestis)nho,ulosteesta					486	407
44813793	s-pölyer			-		3820	3565
3050449	cu-alb	ug/min	ug/min	Mass Rate	1	5389	2881
-1	virtsanalb/kreasuhde	mg/mmol				3051	2707
-1	s-b12-vitamiini,transkobalamiiniii:nsitoutunut	pmol/l				1049	993
3021960	fs-folaatti	nmol/l	nmol/l	Substance Concentration	1	4763	4136
-1	hdl-kolesteroli	mmol/l				7026	6157
3022948	p-fe	umol/l	umol/l	Substance Concentration	1	2840	1754
40763571	p-tffesat	%	%	Ratio	1	2969	1611
-1	pt-ekgkons					1227	1010
-1	eryt					999	782
-1	leuk					2151	1322
3030467	lieriöt			Number Concentration		3886	2953
3000850	u-epilevy			Number Concentration		1543	1080
3030306	u-epipien			Number Concentration		1701	1213
-1	virtsansolujenhl7-siirtoon	e6/l				4818	3087
-1	s-b12-vitamiini,transkobalamiiniii:nsitoutunut					580	560
3010517	vb-hiilimonoksidi-hb	%	%	Mass fraction	1	11075	4229
3024889	vb-methemoglobiini	%	%	Mass fraction	1	11721	4524
3007628	vb-standardibikarbonaatti	mmol/l	mmol/l	Substance Concentration	1	13752	5395
-1	vb-verikaasuanalyysi,laaja					11311	4376
-1	pt-acth-r1					587	374
-1	4054ts-pad-1					2636	2054
-1	b-edta20					123	117
-1	b-lydikll					688	551
-1	pt-brdil					1583	1201
-1	p-k,na					2518	601
3020564	p-krea+gfr,p-krea	umol/l	umol/l	Substance Concentration	1	5035	713
40764999	p-krea+gfr,pt-gfre-md	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	501	259
3001308	p-sldl	mmol/l	mmol/l	Substance Concentration	1	2968	946
-1	rasvat					811	461
3018251	fp-gluk-p	mmol/l	mmol/l	Substance Concentration	1	391	273
3016701	p-gluk-2t	mmol/l	mmol/l	Substance Concentration	1	462	316
-1	pt-gluk,0hja2h					49	46
40764999	p-krea+gfr,pt-gfre	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	4245	664
-1	b-fidd-vt	mg/l				1308	1233
3001784	p-prostataspesifinenantigeeni,suhde	%	%	Mass fraction	1	1189	821
3013603	p-prostataspesifinenantigeeni	ug/l	ug/l	Mass Concentration	1	5953	3990
3005013	p-prostataspesifinenantigeeni,vapaa	ug/l	ug/l	Mass Concentration	1	844	720
-1	u-tutkimus1,seulonta,osavastausblo					187	133
-1	u-tutkimus1,seulonta,osavastausglu					188	134
-1	u-tutkimus1,seulonta,osavastausket					188	134
-1	u-tutkimus1,seulonta,osavastausleu					187	133
-1	u-tutkimus1,seulonta,osavastausnit					187	133
-1	u-tutkimus1,seulonta,osavastauspro					187	133
-1	u-tutkimus1,seulonta,osavastaussg					188	134
-1	kreatiniini,hoitoyksikönvieritesti,veri	mmol/l				163	120
-1	natrium,hoitoyksikönvieritesti,veri	mmol/l				163	118
-1	kalium,hoitoyksikönvieritesti,veri	mmol/l				166	120
-1	leukosyytit,vieritesti	e9/l				381	219
3010156	c-reaktiivinenproteiini,vieritutkimus	mg/l	mg/l	Mass Concentration	1	487	310
-1	troponiinit,vieritutkimus					178	144
3051387	cp-crp	mg/l	mg/l	Mass Concentration	1	2411	889
3002385	e-erytrosyytiit,kokojakaumaprosentti	%	%	Ratio	1	1882	1146
40764999	glomerulussuodosnopeus,estimoitu,ckd-epi-kaavalla	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	168	146
-1	suhteellinentiheys(kval)					306	233
-1	osmolaliteettiestimoitu	mosm/kgh2o				212	162
3003458	fs-pi	mmol/l	mmol/l	Substance Concentration	1	1919	1412
3020779	fs-urea	mmol/l	mmol/l	Substance Concentration	1	682	514
-1	fs-munupak					51	48
-1	fs-pak-4					1223	1084
-1	strvi1vrk					1079	921
-1	strvi2vrk					977	840
-1	fs-tp-4					926	844
-1	s-kilpirauhashormonit					1109	867
-1	tarkastuspaketti4					293	284
-1	s-testostervapaalaske	pmol/l				122	85
3019250	p-fviii			Relative time		696	509
-1	p-vwfrco					83	66
-1	lähetys					149	127
-1	käsittely					188	166
-1	f-baktvi3					1365	1306
3014271	vrevi			Susceptibility (microorganisms)		5659	1930
-1	mrsaneni					3111	1362
3050898	mrsaperin			Presence or Threshold		3194	1385
3012336	p-haptog			Mass Concentration		4792	2769
3020630	s-prot			Mass Concentration		6273	4451
3028286	s-album			Mass Concentration		2595	1967
3015322	s-alfa-1			Mass Concentration		2601	1971
3005229	s-alfa-2			Mass Concentration		2604	1976
3043723	s-beta-1			Mass Concentration		2583	1957
3043747	s-beta-2			Mass Concentration		2590	1961
3023465	s-gamma			Mass Concentration		2773	2092
-1	s-chpnabg					4229	3943
36032419	-cv19ag4			Presence or Threshold		20830	11837
-1	l-muut	%				3167	2169
3041806	b-muut	e9/l		Number Concentration		3088	2107
3018301	s-testo-v	pmol/l	pmol/l	Substance Concentration	1	1390	1082
3008607	pt-sper-2			-		480	404
3003577	b-pb	umol/l	umol/l	Substance Concentration	1	204	132
-1	b-dnamut					1577	1422
3015377	s-kalsium	mmol/l	mmol/l	Substance Concentration	1	1461	920
3006270	fb-folaat	nmol/l	nmol/l	Substance Concentration	1	2988	2574
-1	p-psa,sädehoidettupotilas					1078	233
42870325	s-hepsid	nmol/l	nmol/l	Substance Concentration	1	867	541
3010156	p-hs-crp	mg/l	mg/l	Mass Concentration	1	1315	501
3020460	p-crp-vt	mg/l	mg/l	Mass Concentration	1	6868	3235
-1	-chlamydiatrachomatis,nukleiinihappokotona					4816	2703
-1	-neisseriagonorrhoeae,nukleiinihappokotona(kval)					4817	2703
-1	b-hkr	fl				7241	5159
3025839	s-trigly			Substance Concentration		2093	1786
-1	s-kol					2174	1877
3023602	s-kol-hdl			Substance Concentration		2311	1971
3001308	s-kol-ldl			Substance Concentration		1901	1648
-1	s-lipidit					4594	3853
-1	-bakt-lm					545	265
40763571	tffesat	%	%	Ratio	1	900	689
-1	ts-padpak2					1434	1341
-1	pulssi	form				1315	1182
-1	p-tyreoideaperoksidaasi,vasta-aineet	u/ml				48	44
-1	s-tuma,liukoisetantigeenit,vasta-aineet					726	661
-1	s-pölyerittely,igevasta-aineet					134	125
-1	ps-straohy					1140	866
3004410	b-ghb-a1c	mmol/mol	mmol/mol	Mass fraction	1	2058	863
36305790	s-usteki	mg/l	mg/l	Mass Concentration	1	758	324
-1	bakteerit,nukleiinihappo(kva					491	384
-1	bioneuvola					2828	2691
-1	bio-nla-b					2706	2630
-1	bio-nla-p					2696	2623
-1	bio-nla-s					2692	2620
-1	b-nipttri���������					1122	1015
-1	streptococcuspyogenes(a),osoituskoe					396	363
3020717	p-zn	umol/l	umol/l	Substance Concentration	1	3562	2229
3010015	p-se	umol/l	umol/l	Substance Concentration	1	954	426
3013201	s-b2miglo	mg/l	mg/l	Mass Concentration	1	5767	3253
40765096	b-kromhem			-		613	559
-1	vi					233	208
-1	bm-fishmm					145	130
-1	bm-fish2					81	79
3019800	b-tnt-o	ng/l	ng/l	Mass Concentration	1	1245	812
3022217	b-inr-pt	inr	inr	Relative time	1	390	375
-1	rakkoaika					1560	1282
3009613	as-eryt	e6/l	e6/l	Number Concentration	1	1263	666
3023487	as-leuk	e6/l	e6/l	Number Concentration	1	2089	1007
3002331	as-prot	g/l	g/l	Mass Concentration	1	963	744
3033799	as-diffi			-		2557	1326
-1	as-gran	%				146	90
-1	as-baktvr					252	145
-1	pt-aiv-pet					106	102
-1	pt-virtaustilavuus-spirometriajabronkodilataatiokoe					351	329
3032567	s-hbvnh			Arbitrary Concentration		1953	1158
3002385	b-erytrosyyttientilavuusosuus	%	%	Ratio	1	13928	5478
-1	fs-pak-1					1304	1064
-1	-inanhoho					408	369
-1	-inbnhoho					409	370
3002670	s-allige	u/ml		Arbitrary Concentration		910	653
3002670	s-allige			Arbitrary Concentration		2431	2172
1617658	ln-padsent			Type		3066	2925
3013566	f-cldivi			Presence or Threshold		1847	1539
3032057	f-cldiag			Presence or Threshold		444	354
3032057	f-cldiseul			Presence or Threshold		1080	832
3020393	f-adenag			Presence or Threshold		863	621
-1	f-rotaag					885	648
-1	aderotaag					49	42
-1	glutamyylitransferaasi-desialotransf.indeksi					90	61
3013742	s-prealbumiini	g/l	g/l	Mass Concentration	1	498	387
-1	transferriinisaturaatio	%				292	239
-1	sy-baktvr					1225	948
3037551	p-ca12-5			Arbitrary Concentration		588	416
-1	notto,neuv					634	353
-1	trpaab.					351	350
3019497	s-hcg-b-v			Substance Concentration		4419	2546
40758990	s-hcgbvtr	ug/l		Mass Concentration		1332	1081
-1	p-plab					1390	1114
-1	p-acth					1499	1130
-1	b-trimatp					413	402
-1	s-keli-t					426	358
3002030	b-konedif,lymph	%	%	Number Fraction	1	1314	592
-1	b-konedif,mxd	%				1308	589
3018010	b-konedif,neut	%	%	Number Fraction	1	1306	588
3017732	b-konedif,neuttot	e9/l	e9/l	Number Concentration	1	1303	587
-1	baktlm					897	357
-1	u-seulont,glu					425	259
-1	u-seulont,ket					425	259
-1	u-seulont,ph					424	259
-1	u-seulont,pro					425	259
-1	u-seulont,nit					425	259
-1	u-seulont,bld					425	259
-1	u-seulont,leu					425	259
-1	f-cldivit					939	741
3009261	u-kemseul,glu			Presence or Threshold		3982	1212
-1	u-kemseul,ket					4803	1591
3022621	u-kemseul,ph			Log molar concentration		9741	3187
3021601	u-kemseul,pro			Presence or Threshold		3961	1207
-1	u-kemseul,nit					4364	1401
-1	u-kemseul,bld					3938	1205
-1	u-kemseul,leu					3925	1204
3023659	p-c1inhbk	%	%	Mass fraction	1	1419	1176
-1	s-om5glie					517	508
-1	p-hae					394	322
-1	gluteeni					235	229
-1	-canho					201	190
-1	resgnsvi					2050	950
-1	hpvnhojarefnestepapa					920	909
3001308	p-kolesteroli,lowdensitylipoproteiinit	mmol/l	mmol/l	Substance Concentration	1	7255	5330
3023602	p-kolesteroli,highdensitylipoproteiinit	mmol/l	mmol/l	Substance Concentration	1	3597	3009
-1	s-b12-vitamiini,transkobalamiiniii:eensitoutun	pmol/l				1736	1407
-1	6806	umol/l				3793	3416
-1	s-vapaanjakokonais-psa:nsuhde					1561	1168
3022575	s-vzvabg	iu/l	miu/ml	Arbitrary Concentration	1	1365	1223
-1	b-mycobacteriumtuberculosis-herkistyneetsolut,gammainterferoni,eritys,igra,b-mycobacteriumtuberculosis-herkistyneetsolutb-mykobacteriumtuberkulosis-herkistyneetsolut					88	85
-1	b-perusverenkuva,trombosyytitjaneutrofiilit,pvk+neut					8682	2642
-1	ts-res					1347	1135
-1	br-pad-4					5034	4421
-1	ts-pad1					828	577
3021589	b-erytbl	e9/l	e9/l	Number Concentration	1	1107	612
-1	b-pvk(pi)					984	589
3048773	fp-triglyseriditplasmasta	mmol/l	mmol/l	Substance Concentration	1	1453	751
3012202	-vzvnho			Presence or Threshold		2880	2460
-1	c-reaktiivinenproteiini	1				923	654
-1	pt-dcosb-x					2222	1625
-1	pt-histamp					400	397
-1	s-evircf					647	568
-1	s-infacf					746	651
-1	s-toxocf					921	786
-1	s-pincf					344	301
-1	u-stpnag					2025	1915
-1	s-fx31ryh	u/ml				6	6
-1	s-banaane	u/ml				132	128
-1	s-viljryh	u/ml				53	53
-1	s-maiteia					12	12
-1	s-maitaba	%				23	23
-1	s-maitabg	%				25	25
3010464	-pin1ag			Presence or Threshold		1146	996
3021578	-pin2ag			Presence or Threshold		1147	998
3005880	-pin3ag			Presence or Threshold		1147	997
-1	hoiekg					747	626
3000924	ps-strjvi			Presence or Threshold		8058	6299
3027135	s-igg1	g/l	g/l	Mass Concentration	1	4826	3532
3028192	s-igg2	g/l	g/l	Mass Concentration	1	4814	3532
3024139	s-igg3	g/l	g/l	Mass Concentration	1	4826	3534
-1	p-ig					2168	1428
-1	eitullut					434	409
-1	pt-luutih3					136	132
-1	pt-luutih2					1595	1357
3003985	fp-ohbutyr	mmol/l	mmol/l	Substance Concentration	1	47	41
3022756	s-kerulo			Mass Concentration		382	349
-1	p-iga+g+m					369	311
3026782	u-osmoest			Osmolality		7404	3439
3016431	p-ca(7.4)			Substance Concentration		1259	1004
-1	ab-vekaion					2425	1071
3023081	b-hb-co			Mass fraction		9170	2336
-1	b-ohbutyr	mmol/l				147	113
-1	ts-msiidy					28	28
3042010	pf-trigly	mmol/l	mmol/l	Substance Concentration	1	539	431
-1	fibrosis-4-indeksi					1833	1727
-1	s-b12-vitamiini.aktiivinen					853	812
3020682	u-albumiininjakreatiniininsuhde			Ratio		3582	3053
-1	karsinoembryonaalinenantigeeni	ug/l				308	211
1002183	bm-mm-ift			Presence or Identity		650	523
-1	b-lcd34	e9/l				228	138
-1	b-cd34-fc					877	414
-1	l-cd34	%				460	284
-1	e-luov-vr					509	392
-1	la-cd34-os	%				373	277
-1	la-cd34-ks					395	289
-1	la-cd34	e9/l				183	136
-1	b-vara					254	193
40771025	s-d3-25	nmol/l	nmol/l	Substance Concentration	1	2262	1495
40771025	s-d-25-32	nmol/l	nmol/l	Substance Concentration	1	1938	1211
40758558	b-pvktkdr			-		6444	1601
-1	du-prot.					314	221
-1	mittaustulos(mg/l)					458	349
-1	virtsamärä?	ml				608	324
3000991	vb-vekaas			-		9278	3579
-1	du-prot.	mg				1501	957
-1	u-liuska,seulontahoitoyksiköt					343	281
3013826	p-glukoosipikahoitoyksiköt	mmol/l	mmol/l	Substance Concentration	1	241	160
-1	influenssaajab,rsv,covid-19,nukleiinihappo					52	51
-1	l-monosyytit+muut	%				209	194
3030981	u-hyalie	e6/l	e6/l	Number Concentration	1	15276	4894
0	u-menetel					15738	4929
3028369	-hsvnho			Presence or Threshold		7001	5932
-1	perustutkimus,esitiedot					7086	4688
-1	fosfatidyylietanoli					1634	1197
3041449	fp-ctx			Mass Concentration		494	375
3025549	du-krea			Substance Rate		457	322
3033386	li-baktvr			Presence or Threshold		3745	2384
42868499	li-evirabg			Presence or Threshold		493	451
3002823	li-mypnabg			Arbitrary Concentration		1286	1168
42868415	li-tbeabm			Presence or Threshold		1240	1153
40761849	li-vzvabg			Arbitrary Concentration		1113	1019
3035999	li-laktaat	mmol/l	mmol/l	Substance Concentration	1	4032	3328
3023365	li-vzvab			Titer		645	569
3025927	li-hsvabg			Arbitrary Concentration		573	514
3044212	li-hsvabm			Presence or Threshold		1302	1175
3043525	li-hsvab			Presence or Threshold		706	617
42868418	li-tbeabg			Presence or Threshold		586	548
42868421	li-vzvabm			Presence or Threshold		1204	1093
3037677	li-mypnabm			Titer		1311	1189
42868497	li-evirabm			Presence or Threshold		312	283
-1	li-adenabg					215	206
-1	enrirsvnho					835	586
-1	parenho					88	67
-1	fs-gh					536	415
3013945	s-hbeab			Presence or Threshold		462	301
-1	s-hbe					346	190
3032567	s-hbvnh	iu/ml	iu/ml	Arbitrary Concentration	1	82	36
-1	-cand-vi					285	184
3015024	1hgluk	mmol/l	mmol/l	Substance Concentration	1	386	265
3029396	e-fenoty			Presence or Threshold		4864	1488
-1	e-fenorhk					37	27
-1	p-dnegseu					37	27
-1	s-verläh					13	13
-1	b-erytrosyytit,kokojakaumaprosentti	%				388	295
3035062	s-maksa-1-isoentsyymi	u/l	u/l	Catalytic Concentration	1	189	176
3036185	s-maksa-2-isoentsyymi	u/l	u/l	Catalytic Concentration	1	188	175
3020460	s-crp-o	mg/l	mg/l	Mass Concentration	1	2521	1513
3002385	punasolujenkokojakautuma	%	%	Ratio	1	683	372
3023602	p-ko-hdl	mmol/l	mmol/l	Substance Concentration	1	298	275
3023602	p-ko-hdl			Substance Concentration		60	58
-1	pt-enmg-1					873	844
-1	pt-konsul					463	441
3029187	-probnppoc	ng/l	ng/l	Mass Concentration	1	17	14
3019800	p-tnt-poc			Mass Concentration		150	86
3017895	s-hepyabg	u/ml		Arbitrary Concentration		4091	3848
-1	s-jyr70er					21	19
3016431	ca++/ph7.4			Substance Concentration		587	433
-1	s-ige3pöl					197	182
-1	s-ige2pöl					151	144
3020460	crppika	mg/l	mg/l	Mass Concentration	1	869	649
3021337	b-tnipika	ug/l	ng/l	Mass Concentration	1000	187	179
3026008	u-baktjvi.			Presence or Identity		11569	3973
3019900	kolesteroli,plasmasta,paastotilassa(fp-kol)	mmol/l	mmol/l	Substance Concentration	1	3522	2434
3023602	kolesteroli,highdensitylipoprotein,plasmasta,paastotilassa(fp-kol-hdl)	mmol/l	mmol/l	Substance Concentration	1	3523	2434
3025839	triglyseridit,plasmasta,paastotilassa(fp-trigly)	mmol/l	mmol/l	Substance Concentration	1	3521	2434
3024731	e-erytrosyyttienkeskitilavuus	fl	fl	Entitic volume	1	7549	3786
3001784	p-prostataspesifinenantigeeni,suhde			Mass fraction		1161	829
3005013	p-prostataspesifinenantigeeni,vapaa			Mass Concentration		1223	1063
-1	perusteellinentutkimuspaketti					1991	1789
-1	pt-vartig					2813	2783
3020460	p-crphoi	mg/l	mg/l	Mass Concentration	1	6213	3180
3020460	p-c-reaktiivinenproteiinipikahoitoyksiköt			Mass Concentration		1940	1421
3036535	s-tygl	ug/l		Mass Concentration		8800	1749
3025547	s-tygl-va			Arbitrary Concentration		9287	1435
3025547	s-tygl-va	u/ml	u/ml	Arbitrary Concentration	1	1182	437
-1	p-t3-vver	pmol/l				43	27
-1	iga+g+m					132	130
-1	b-leuc-v					1002	614
3020460	b-crp-v	mg/l	mg/l	Mass Concentration	1	1837	882
3023103	p-k-vt			Substance Concentration		1416	726
-1	vb-caionvt					421	301
3047181	b-laktevt			Substance Concentration		572	370
-1	f-hhb					5532	3812
-1	fosfatidyylietanoli,verestätth					66	62
-1	perusverenkuvatth					93	87
3000515	p-at3			Relative catalytic concentration		760	653
-1	ts-kiire					717	556
3016431	s-caion7.4	mmol/l	mmol/l	Substance Concentration	1	5310	1513
3021347	p-ca-ion:	mmol/l	mmol/l	Substance Concentration	1	626	281
3016431	p-caio7.4:	mmol/l	mmol/l	Substance Concentration	1	608	277
3014218	ap-hco3st	mmol/l	mmol/l	Substance Concentration	1	750	327
3000963	b-hb:	g/l	g/l	Mass Concentration	1	625	280
3023103	p-k:	mmol/l	mmol/l	Substance Concentration	1	625	280
3019550	p-na:	mmol/l	mmol/l	Substance Concentration	1	621	280
3013826	p-gluk:	mmol/l	mmol/l	Substance Concentration	1	627	281
3014576	p-cl:	mmol/l	mmol/l	Substance Concentration	1	616	280
-1	ab-tehopak					291	185
-1	b-hhb	%				580	265
3016431	p-caion7.4	mmol/l	mmol/l	Substance Concentration	1	58	24
3027273	vp-hco3st	mmol/l	mmol/l	Substance Concentration	1	123	45
-1	veriryh+va					512	499
3022806	cb-o2sat	%	%	Mass fraction	1	653	334
-1	-caauvi					190	62
-1	fp-fosfaatti,epäorgaaninen	mmol/l				1536	438
-1	s-happamuusaste					2871	1120
3037534	fp-parathormoni	ng/l	ng/l	Mass Concentration	1	3057	1611
3004789	fp-transferriini	g/l	g/l	Mass Concentration	1	3265	2050
40763571	fp-transferriininrautakyllästeisyys	%	%	Ratio	1	3193	2035
-1	p-haptoglobiini	g/l				2101	1731
-1	s-humanimmunodeficiencyvirus,antigeenijavast					1221	1005
-1	s-hepatitisbvirus,pinta-antigeeni					363	318
-1	s-hepatitiscvirus,vasta-aineet					945	779
-1	vb-happikyllästeisyys(hemoglobiinin,osuustoimin	%				263	92
-1	vb-verikaasuanalyysi(po2,pco2,ph,laskenta)					266	95
-1	-moniresistentitgram-negatiivisetsauvat,viljely					93	47
-1	-staphylococcusaureus,metisilliiniresistentti,v					320	236
-1	-vankomysiiniresistenttienterokokki,viljely					36	16
-1	-candidaauris,viljely					77	30
-1	vb-emäsylimäärä					3702	1650
3025839	p-triglyseridit	mmol/l	mmol/l	Substance Concentration	1	3818	3211
3019900	p-kolesteroli	mmol/l	mmol/l	Substance Concentration	1	6602	5171
-1	pt-lisälausuntoilmanlaboratoriotyötä					215	180
3021347	p-ca-iona			Substance Concentration		5460	2282
3027801	ab-po2			Partial pressure		13430	4226
3027946	ab-pco2			Partial pressure		13403	4192
3014111	fp-laktaat			Substance Concentration		3838	1880
3014218	ab-hco3-st			Substance Concentration		2880	1313
3016431	p-ca-ion.			Substance Concentration		5064	1949
-1	p-bilit					2754	2036
3013742	p-prealb			Mass Concentration		2228	1596
-1	u-manip					1755	443
3013742	s-prealb			Mass Concentration		6871	4093
-1	pt-apri					973	774
3038864	s-risper	nmol/l	nmol/l	Substance Concentration	1	389	254
-1	s-sumrisp	nmol/l				148	109
-1	s-9-hrisp	nmol/l				315	207
-1	s-risper					754	323
-1	s-sumrisp					142	108
-1	oma-u-tutk,u-leuk-o					970	643
-1	oma-u-tutk,u-nitr-o					968	642
-1	oma-u-tutk,u-ph					2451	1399
-1	oma-u-tutk,u-alb-o					962	640
-1	oma-u-tutk,u-gluk-o					961	640
-1	oma-u-tutk,u-keto-o					962	641
-1	oma-u-tutk,u-eryt-o					958	639
0	oma-inr					6346	361
40764999	glomerulussuodosnopeus,estimoitu(pt-gfre)	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	3424	1964
-1	s-vendves					14	14
-1	s-venlaf					202	103
-1	s-desvenl					48	40
-1	streptokokkiviljelynielusta					567	511
-1	s-lehmhie					67	62
-1	11751					143	134
-1	11753					143	134
-1	11752					143	135
3009871	s-morbabg			Titer		1538	1461
-1	21819					457	429
-1	21820					457	429
-1	21821					457	429
-1	21822					457	429
-1	pt-ekg-24					203	191
3041449	fp-ctx	ug/l	ug/l	Mass Concentration	1	1278	803
3049714	s-pinp	ug/l	ug/l	Mass Concentration	1	3540	1641
3020779	p-urea			Substance Concentration		6381	2345
-1	s-borrabg	responseequivalent/ml				1755	1316
-1	pt-kt/v1					5742	608
3042602	p-urea-dj	mmol/l	mmol/l	Substance Concentration	1	7327	683
-1	paino	kg				2621	430
-1	painonmuutoskg	kg				2551	356
3030366	p-kysc			Mass Concentration		2754	1670
-1	pikau-stix,u-eryt-o					1343	839
-1	pikau-stix,u-gluk-o					1348	843
-1	pikau-stix,u-keto-o					1346	841
-1	pikau-stix,u-leuk-o					1332	832
-1	pikau-stix,u-nitr-o					1335	834
3022621	pikau-stix,u-ph			Log molar concentration		1341	837
-1	pikau-stix,u-prot-o					1338	836
-1	pt-virtaustilavuus-spirometriajabronkodilataatiokoeilmanlausuntoa					1158	1078
-1	pt-no-ex					2541	2045
40764999	p-gfreepi			Volume Rate/Area		23779	3533
3020564	p-krea-vt			Substance Concentration		774	331
3019550	p-na-vt			Substance Concentration		767	323
40764999	p-gfreepi	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	6373	1067
40763082	pf-ld			Catalytic Concentration		336	308
3003434	pf-prot			Mass Concentration		869	742
3020491	b-gluk	mmol/l	mmol/l	Substance Concentration	1	623	312
-1	f-norogi					261	219
-1	f-norogii					261	219
-1	f-vibrnho					1283	1055
-1	f-plesnho					1519	1242
40762366	ab-o2-vol			Volume Fraction		9233	1877
3020491	b-gluk			Substance Concentration		850	693
3008152	ab-ahco3			Substance Concentration		9720	2305
3002173	ab-hb			Mass Concentration		9281	2091
3023103	b-k			Substance Concentration		9726	2018
3019550	b-na			Substance Concentration		9722	2018
3016502	ab-hbo2sat			Mass fraction		10803	3111
-1	-bocanho					1008	760
-1	-kor229e					2840	1937
-1	-koroc43					2838	1935
-1	-kornl63					2804	1910
-1	-korhku1					684	514
-1	-infah09					488	378
-1	-infah3					261	209
-1	-riennho					712	538
-1	-infah1					480	371
-1	s-ancatut					579	488
3015401	pf-amyl	u/l	u/l	Catalytic Concentration	1	512	410
3040491	pf-ace	u/l	u/l	Catalytic Concentration	1	312	286
-1	af-cea	ug/l				16	15
40768804	ts-pad-2			Finding		10467	9048
3006184	b-hb-vt	g/l	g/l	Mass Concentration	1	2922	1356
-1	b-leuk-vt	ng/l				134	76
3004410	b-ghbpika			Mass fraction		142	51
3002030	-lymph	%	%	Number Fraction	1	1159	333
3017732	-neut	%		Number Concentration		1172	341
3001604	-mono	%		Number Concentration		1159	333
3013115	-eos	%		Number Concentration		1176	341
3006315	-baso	%		Number Concentration		1172	341
-1	u-mial-liu					57	37
-1	s-w-h:b					784	751
-1	s-w-h:i					879	837
-1	s-w-h:g.m					986	931
-1	ts-hnpccih					1482	1413
-1	b-crcmut					148	147
3047826	s-amh			Mass Concentration		1417	901
-1	s-seerumi					821	588
-1	paxgene					478	262
-1	p-nkäs10					801	490
-1	s-ceaver	ug/l				789	743
40758558	b-pvktnee			-		9809	610
-1	s-hcgxmom	mom				478	453
-1	pt-downris					481	455
-1	pt-downiri					481	455
-1	s-pappmom	mom				461	439
-1	s-nt	mm				769	705
-1	s-ntmom	mom				769	705
-1	tr13risuh					461	439
-1	tr18risuh					461	439
3013826	p-gluk.	mmol/l	mmol/l	Substance Concentration	1	752	269
-1	-strbnho					667	598
-1	ps-streptococcus,viljely(hemolyytt.streptokokitnielusta)					414	376
